id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5104655589445790	,P1X70DDhs,希望千千万万个她，再也不会被困住，海阔凭鱼跃，天高任鸟飞。 ,,https://wx1.sinaimg.cn/large/74c32dbaly1hvymphfo9xj20u410a7d7.jpg,,,2024-11-25T17:49:55,,58,5,4,,,2024-11-25 17:49:55,True
5104620374329902	,P1Wcdiap8,说我养你的男人通常不会养你只想骗你快点领证生孩子。 ,,,,,2024-11-25T15:29:59,,54,2,1,,,2024-11-25 15:29:59,True
5104610416791647	,P1VW9suOH,女孩子如果能在气候宜人、处于相同地域文化圈（要知道有些地方可是很排外呢）且自己愿意在此养老的省会城市二环内，购置一间附近一公里内有菜市场、三甲医院、公交地铁、购物中心的楼房，那可比一直租房强多了。用剩下的钱享受生活，每日在公园散散步，闻一闻花香，听一听音乐，陪伴着宠物，这无疑是兜里有钱且整个家族中只有自己有钱的女孩最为理智的资产配置方案。,,,,,2024-11-25T14:50:25,,153,8,26,,,2024-11-25 14:50:25,True
5104595390955621	,P1VxV40Bf,这个社会无非就是人与人之间的沟通，当你想要对方给你一些东西、给你好处的时候，不妨先看出对方的需求，满足一部分对方的需求，如果你连对方的需求都看不出来，是很难做成生意的，难道你看谁都是两个眼睛一个鼻子一个嘴吗？当然了，提需求不等于对方必须接受，除非对方觉得你值得，对方会衡量他的需求在你这里得到满足的程度或者情况。,,,,,2024-11-25T13:50:42,,24,1,4,,,2024-11-25 13:50:42,True
5104313504633599	,P1Odgjrpt,我们这一行其实做善事的女孩非常多。因为大家还是个小孩的时候可能没有感觉，但是到了我这个年纪会发生一些事儿让你不得不相信举头三尺有神明。说白了，我们赚的钱不是正财，是偏财，有些女孩嗷嗷赚了1000万，有几个人能拿得住1000万？我认识的辛辛苦苦赚来几百万转头就让人骗走的太多了，就算有人说我存够50万我就给存个定期，我就不让人骗走我也不花，但是你没有意识到，上天真要收走的时候，会以各种各样的方式收走，当时的自己是想象不到的，当你的钱被收回去，说明你德不配位，你德行不够。就像很多女孩刚赚来的钱还没捂热乎就给花了，怎么赚的钱怎么花，如果你恰好是一个留住了财的女孩，说明你是一个有德行的人，你的福报够，当你的德行上去了，你就能留住了。,,,,,2024-11-24T19:10:36,,129,8,11,,,2024-11-24 19:10:36,True
5104306857967962	,P1O2xxqPw,上网多了的小孩可能已经没有意识现实中工资到手过7500就算是高薪了，不是随便谁都年薪三四十万。 ,,,,,2024-11-24T18:44:10,,97,12,7,,,2024-11-24 18:44:10,True
5104229739926065	,P1M29FEdP,从利益的角度出发，从感情的角度表达。行为上利己，表达上利他。这就是知道和做到的差距，谁克服了谁就赢了，谁做到了谁就得到。 ,,,,,2024-11-24T13:37:45,,76,2,37,,,2024-11-24 13:37:45,True
5103911803295312	,P1DLmdPgc,有一部分女生现在已经对男女之事无感了，找我来更多的是探讨一些人生上的问题。她们实现财富自由之后，不知道自己该干什么，找不到方向。曾经因为贫寒疲于奔命，现在经济收获颇丰了，却找不到人生的目的。在我成长的过程中，我其实花了很长的时间去看这个世界。我喜欢坐着公交车环游北京，从城市的一端到另一端，看看城市另一端人的生活。如果不是我那一天出现在那里，我可能这一辈子都不会去到那个地方、看到那些人、看到他们的生活，大家不觉得这种感觉很神奇吗？我很喜欢在一个晴朗的上午去北海公园，静静的看着湖面。游人如织，倾听他们的交往与心事。还喜欢去往城市图书馆，找一本自己感兴趣的书，用几个小时的时间读完。走出图书馆，站在大树下，闭上眼睛听着风声，那种感觉，我此生难忘。还有曾经给一些女孩的建议，有些我是建议去学一门手艺。比如说曾经想学，但是没机会学的，比如乐器或绘画，现在都有钱可以去学了。还有一些女孩喜欢语言，我就曾经建议一个女孩开始学日语，现在那个女生在日本留学，过得非常好，认识了很多新朋友，每天都很开心。还有一个女孩喜欢摄影，现在她终于有机会发展自己的爱好，她喜欢拍各种各样的女生，现在是一个很棒的摄影博主。人生没有意义，你可以给自己找出点儿意义。,,,,,2024-11-23T16:34:23,,63,4,9,,,2024-11-23 16:34:23,True
5103891477958016	,P1Dezxof6,为什么我不建议找二代三代呢？因为我觉得找男人不是比谁最有钱，而是比哪个男人肩膀能扛事。有些男的就是巨婴，父母什么都给安排好了，自己没主见没担当，尤其是有些见色起意娶了家境不好的穷白美，结婚几年又开始后悔觉得妻子家里条件配不上自己，当初娶自己爸妈介绍的女孩就好了，啥都怪别人就是不怪自己。白穷美至少招人喜欢的脸蛋是自己长的，他们引以为傲的家境全是爹妈赚的。,,,,,2024-11-23T15:13:37,,146,6,7,,,2024-11-23 15:13:37,True
5103572402833621	,P1uVWbT9z,如果你和别人相处总是感到很愉快，很可能是高情商的TA在迁就你。 ,,,,,2024-11-22T18:05:43,,39,2,5,,,2024-11-22 18:05:43,True
5103497286779743	,P1sYMsrIH,我一直觉得40多岁还在上班好惨。不过我发现我们公司的女领导基本上都和家人的关系不错，因为她们工作太忙了，她们的老公工作也很忙，每天不是泡在公司里，就是在出差的路上，远香近臭，人离得远见得少了，亲便是亲了，平时看她们给家人打个电话都很和谐。如果家里有一个人是不上班的，每天在家里，和另一个每天都上班的之间早晚会起冲突，因为一方渐渐的会不能理解另一方的生活。女人还是应该去工作，因为有了工作才有自己的生活，你会对一个男的念念不忘本质还是你没有自己的生活造成的。,,,,,2024-11-22T13:07:14,,79,11,9,,,2024-11-22 13:07:14,True
5103168114134016	,P1kpRhlrG,白眼狼是怎么诞生的？就是对TA太好了，大恩如大仇，农夫与蛇，斗米恩升米仇，人与人之间必须有来有往才会长久。 ,,,,,2024-11-21T15:19:13,,66,0,9,,,2024-11-21 15:19:13,True
5103123170855404	,P1jfn3AwQ,我以前做过一个梦，我在街上走，地上散落一地钱，没人去捡，我就觉得天上掉馅饼了，就去捡，一路捡着很开心，捡着捡着我就被人逮住了，把我所有的钱都搜刮走，还要把我干掉，醒来之后整个人都魇住了。从此以后我告诉自己别贪小便宜，你要什么，只能拿自己有的东西去换，天上不可能无缘无故的掉钱给你，拿你的钱都不可怕，就怕拿你的钱，还要你的命。,,,,,2024-11-21T12:20:38,,27,3,2,,,2024-11-21 12:20:38,True
5102735332217659	,P199P9iUH,做我们这行最忌讳的就是做我们这行。 ,,,,,2024-11-20T10:39:30,,65,8,2,,,2024-11-20 10:39:30,True
5102531631385115	,P13Rh5Okz,"可以试试哦！//@听说有人想我了:真的很像… 
评论配图",,,,,2024-11-19T21:10:04,,0,0,0,,听说有人想我了,2024-11-19 21:10:04,False,1958948282,夜场风月情,5102165805502340	,P0Ulen5pq,"给大家分享一个超受欢迎的正缘画像测试，真的能看到未来另一半长相，你信吗？一个嫁潮汕的姐妹测完都惊呆了，画像，家境的描述和她老公一模一样，她发给老公，老公都醉了。里面写她能得到夫家经济支持，确实她老公家境很好，也愿意给她花钱。还有姐妹说测完像前任，好神奇。。
除了另一半的画像，你还能得到正缘的其他特征、所在方位、性格身材、家境、指引还有一些脱单小技巧，报告还是很详细的。具体测试🔗我放下面评里了，感兴趣可以看看",,"https://wx3.sinaimg.cn/large/74c32dbaly1hvqnkym3tyj20k10k04bg.jpg,https://wx2.sinaimg.cn/large/74c32dbaly1hvqnkyvnyjj20ej0iddga.jpg,https://wx1.sinaimg.cn/large/74c32dbaly1hvqnkz3m7dj20f20g6gmv.jpg,https://wx3.sinaimg.cn/large/74c32dbaly1hvqnkz9uulj20f00iimzd.jpg",,,2024-11-18T20:56:24,,6,16,1,,,2024-11-18 20:56:24
5102433405240570	,P11iQlZjk,很多被人爆出来骗了男人老多钱的女生都相貌平平，然后一堆人分析啊她长相也不出众咋会能骗那么多钱？为什么男人能被普女骗钱呢？因为男人普遍觉得普女=老实本分不坑人；美女=水性杨花拜金女。他们看似筛选的是不拜金不要他们钱的女生，但结果恰恰是只有图他们钱的女生会忍着他，因为拜金女看达不到目的就换目标了。只有处心积虑一定要骗到钱的会忍……所以就算觉得自己长得一般，也不用自卑自己得不到大的，我认识几个长相身材都一般的女孩都是最先让老公全款给自己买房的，想要什么就说，会花钱的女人，男人会高看一眼，什么都不要的女人，男人反而觉得你廉价。,,,,,2024-11-19T14:39:45,,65,0,20,,,2024-11-19 14:39:45,True
