id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105796333441463	,P2qMVerht,它还会脱皮'就会粉一点，我真觉得它有效果…,,,,,2024-11-28T21:22:49,高效变美的iPhone客户端,0,0,0,,,2024-11-28 21:22:49,False,6454943748,岗妹就是我,5104317977332913	,P1OktuLCN,"刚收到的就用了，应该是目前市面上最专业的私㊙️美白的套盒了。
有私密酸，这个和面部的酸真不一样，比较温和，碰到黏膜的地方也不会很蛰，中和，涂脱色剂，涂了要等两个小时。
5105618932993848	,P2maNcyPS,"有填充计划之前一定要去做动态肌肉的管理，肌力之间平衡。
不然肌肉的运动很容易把填充物挤压成一坨，往一个地方集中，或肌肉动，填点这一坨东西不动。
就很奇怪。
动态肌肉管理用啥botox还是HL？
▪️相信我，品牌没那么重要，🈶💰就botox，实在没有💰就HL。
‼️重要的是👨⚕️，打这个真的很费👨⚕️，动态静态都要观察肌肉走向，👨⚕️要对解剖层次很了解，也要有审美对力学结构肌力平衡熟悉，不停去学习新打法和注意的点。
就比如皱眉肌，有些人打了会压眉，压眉完全是打的问题啊，点位，稀释浓度，可能眉头需要高浓度，往上走就浓度低一些，整体达到平衡，再看肌肉牵拉和周围肌肉的关系，怎么处理。
看着很简单，教科书上的点位几十年了就那样，但是要观察，就打个咬肌，咬肌有很多种不同的形态，咬肌下缘宽还是窄，可能点位浓度都不同的。
我们杭州的微调项目，都有直接搭配1支🥩做肌力平衡，力学释放，改善向下牵引力，再进行向上方向的矢量提拉。减少💉的量。",,,,,2024-11-28T09:37:54,高效变美的iPhone客户端,4,0,0,,,2024-11-28 09:37:54,True
5105615868005052	,P2m5QxAtK,"有时候感觉自己真像个lsp
很爱欣赏女人的曲线美，专属于女孩子的美，柔软的像一坨棉花糖想吃掉，看着就香香软软的。 
性感/清纯灵动/娇媚，是那种天然的从骨子里透露出来的，不是装的。
肢体 语言 氛围＞局部的脸呀。 ",,,,,2024-11-28T09:25:43,高效变美的iPhone客户端,4,1,0,,,2024-11-28 09:25:43,True
5105614134710721	,P2m33jLtn,"#珠圆玉润美女系列#很久没更新了，发现对不同类型美女的欣赏总会随着自己阶段性心境发生变化。
但是我的审美点谢谢美女无一例外都要。
▪️动态灵动自然娇媚 
▪️不过分消瘦和面相看着很寡 
▪️盘条正顺的大美女，骨架，身高在线 
(她的胸好美，看着是天然的，形状很好很挺 ) ",,"https://wx2.sinaimg.cn/large/0072QhJWgy1hw1oqa195xj31401o2wo3.jpg,https://wx4.sinaimg.cn/large/0072QhJWgy1hw1oqaf8pkj30u01hcn3j.jpg,https://wx3.sinaimg.cn/large/0072QhJWgy1hw1oqbboxfj30u01hcwkl.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000XOMDngx08jW18vNUY0f0f0100lF2w0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004nZPoxgx08jW18lNqL0f0f0100CRXa0k01.mov,,2024-11-28T09:18:50,高效变美的iPhone客户端,12,1,0,珠圆玉润美女系列,,2024-11-28 09:18:50,True
5105391925465781	,P2ggEmVTL,"内娱林志玲代餐，就很风情又感觉香软。
很爱这样的女人 ",,https://wx4.sinaimg.cn/large/0072QhJWgy1hw0z99qdcwj30tz1ckmzx.jpg,,,2024-11-27T18:35:51,高效变美的iPhone客户端,41,6,3,,,2024-11-27 18:35:51,True
5105347740307014	,P2f7o1hRQ,"这周五杭州和西安的见面卡上架
！ ",,,,,2024-11-27T15:40:17,高效变美的iPhone客户端,2,2,0,,,2024-11-27 15:40:17,True
5105346581104954	,P2f5w4DrQ,"之前我自己搭配的黄微术后的护理包反馈
。搭配的思路也完全是wb一直在科普的这些老生常谈，黄微后护理一点也不麻烦。 ",,https://wx1.sinaimg.cn/large/0072QhJWgy1hw0u1lp8duj30v718d41w.jpg,,,2024-11-27T15:35:40,高效变美的iPhone客户端,0,9,0,,,2024-11-27 15:35:40,True
5105329668886591	,P2eEeBhO7,"塑然雅(进口的童颜)要上市了，明年准备搞几瓶打身体，打屁股和🥛，据说打胸三瓶就够了，要连续打几次。 
(丰颜最适合打哪里，最适合打🥛，吸水后又挺手感又好又软…) ",,,,,2024-11-27T14:28:28,高效变美的iPhone客户端,5,5,1,,,2024-11-27 14:28:28,True
5105093383295462	,P28v8dPiC,"这次给准备了试用装
1盒驭容面膜➕5支次抛，66
5支次抛 26.6  
次抛日期都是新的，五盒仓库自己拆的，1支够用1天的2ml，很方便，空调/地暖房间很干的话可以涂点镇定修复，活性高。 ",,,,,2024-11-26T22:49:33,高效变美的iPhone客户端,0,0,0,,,2024-11-26 22:49:33,True
5105053655107786	,P27t3lqLE,所以我一直的理念是不需要 非常非常好看，但是需要不被外貌和对外形象拉后腿。 ,,https://wx4.sinaimg.cn/large/0072QhJWgy1hvzwena3xuj30zu25oe6q.jpg,,,2024-11-26T20:11:41,高效变美的iPhone客户端,74,0,8,,,2024-11-26 20:11:41,True
5105042817025811	,P27bzttJx,"面中凹陷先打哪里，并不是先打鼻基底，鼻基底永远是最后打的，鼻基底是锦上添花。
两个黄金位置
1️⃣眶下缘
他是眼眶和中面部过渡区，既能改善泪沟，也可以修饰 中面部凹陷。
2️⃣外眼眶
把中面部软组织往上提，就没那么凹，复位后再填充容量缺失。
如果还不够，就需要打面中，最后才是鼻基底注射。 
甚至打了这些微凹的鼻基底就不需要填了，平整度也会上来。
精准位置，打一个改善两个地方。哪缺补哪里只盯着局部大剂量才容易馒。",,,,,2024-11-26T19:28:37,高效变美的iPhone客户端,30,5,7,,,2024-11-26 19:28:37,True
5105033052690024	,P26VPbhNu,"学了一个简单的占卜方法！有点准，还很简单。 
当下时间换成数字去数，把每个数字对应的记下来。 ",,"https://wx3.sinaimg.cn/large/0072QhJWgy1hvzu1d0vhsj30oy0xawh4.jpg,https://wx1.sinaimg.cn/large/0072QhJWgy1hvzu1de1fej30xs190dkh.jpg,https://wx2.sinaimg.cn/large/0072QhJWgy1hvzu1coejdj30xs19040m.jpg",,,2024-11-26T18:49:49,高效变美的iPhone客户端,264,13,81,,,2024-11-26 18:49:49,True
5105030459821294	,P26RDFcXY,"微调效果媲美换头的三种基础 
  #岗岗科普的医美小知识# 
1️⃣凹凸不平菱形脸 /高颧骨的脸 
做掩饰性调整，头小窄面几乎可以做到换头级别。
▪️p2这种基础，做光电没有啥意义，几乎没有明显改善。
2️⃣大阔面变窄面 
P3.西安的案Li展示，纯📷哦，案Li是WG的另一位主理人，30＋且体重基数是普通人的，大骨架阔面，塑造高光点后脸窄了1/2，平整度Up，没有卧蚕真的很符合她气质，大气明艳秀气。
3️⃣暂时颌面矫正嘴凸 
拉中轴线，👃和下巴，直接把嘴巴内收进去，显得颌面近直线。",,"https://wx4.sinaimg.cn/large/0072QhJWgy1hvztrbkdx8j30zu1toqlc.jpg,https://wx4.sinaimg.cn/large/0072QhJWgy1hvztrdwp5wj30zu25onpd.jpg,https://wx2.sinaimg.cn/large/0072QhJWgy1hvztrc1zcwj31hc2mt7e9.jpg",,,2024-11-26T18:39:31,高效变美的iPhone客户端,6,0,0,岗岗科普的医美小知识,,2024-11-26 18:39:31,True
5105008448900950	,P26i8BlxI,"一年卖了7000盒驭容的面膜，回购率几乎90％，没啥营销就是硬实力好用➕极致性价比是我选医用护肤品上架的点。
(我朋友期间也有给我推过别的面膜的品，我说YM面膜，没有比驭容更好用且价格更好且包装更精致的，无对手。)
‼️这批还剩60盒就卖完了，12月会复开个团
 
驭容的次抛对标就是可复美的，原料都是巨子供货的，容量升级2ml 1支，医用的三型胶原，肤感非常非常清爽，日常维护修复退红➕YM后都可以用。
最近两天用的，秋冬换季修复的搭配
🔘驭容喷雾➕驭容次抛➕源力精华，脸颊有涂一点神经酰胺乳液，秋冬干燥发红起皮三天就缓解了。
可FM的大筒100支好像500，我们90支，3盒哦，每支2ml，297
，就说够不够诚意。
驭容是和厂家关系很好'没有二手代理之类的，出厂就发货了，收到的每个都是日期很新。
建议大家别拍3盒的面膜，不划算，当时定价就高点，这次有准备1盒面膜➕5支次抛的试用装，好用直接回购10盒20盒比较划算。
👇我的Vip都是直接回购10盒20盒，次抛还没上架图片就直接拍的，在ktt拍哦，ktt累积会员系统会自动打折。",,"https://wx3.sinaimg.cn/large/0072QhJWgy1hvzqyhoqbvj30v91vo78s.jpg,https://wx1.sinaimg.cn/large/0072QhJWgy1hvzr4r8m87j30g30flacp.jpg",,,2024-11-26T17:12:03,高效变美的iPhone客户端,1,5,0,,,2024-11-26 17:12:03,True
5104696614981222	,P1YbbkTQi,更正下，徐院快50了！,,,,,2024-11-25T20:32:56,高效变美的iPhone客户端,2,0,0,,,2024-11-25 20:32:56,False,6454943748,岗妹就是我,5104657522761568	,P1Xa8bApq,"#岗岗的工作汇报#杭州线下和大家见面的明星氛围调脸师【徐瑞宏】案例，买见面ka 的朋友，会由我和徐院线下一起完成大家方案的设计。
关于徐院👇
正儿八经科班出身的台湾外科医生，有证的台湾本土外科👨⚕️只有200多位，在大陆这边的很少，他是其中一位，快40岁了，本人一丁点都看不出来年龄超帅，很有少年气。
前几个月就线下和徐院深度聊过天，完全符合我挑选专场陪诊👨⚕️的条件。
1️⃣是克制，有医德。
不会为了💰一下让打很多，再生他用了十几年，在台湾就开始打，至今哦，一次不会超过x支。
2️⃣技术 
少女的高阶导师，从业17年了。
3️⃣审美 
他本人的风格，很精致秀气 有江南地区的小家碧玉的温婉又多了点中式的大气明艳，刚好在中和的地方 
和我审美很接近的点，都侧重骨相氛围整体调整，不会只看局部不考虑整体。
Ps：
他在台湾的时候就给几位大花做过🧵，在玥颜有好几个当红小花来调脸找他打的。
每个月只来4天哦。 
岗妹就是我的微博视频",,,"https://f.video.weibocdn.com/o0/KQt3mJNdlx08jROedXjq01041200hfGP0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732806705&ssig=0c7wCes7Ah&KID=unistore,video",,2024-11-25T17:57:36,高效变美的iPhone客户端,0,0,1,岗岗的工作汇报,,2024-11-25 17:57:36
5104663030142656	,P1Xj10B6U,"又重新做了一版海报
 ",,https://wx1.sinaimg.cn/large/0072QhJWgy1hvynk1xam7j31ww414hdw.jpg,,,2024-11-25T18:19:29,高效变美的iPhone客户端,2,5,0,,,2024-11-25 18:19:29,True
5104657522761568	,P1Xa8bApq,"#岗岗的工作汇报#杭州线下和大家见面的明星氛围调脸师【徐瑞宏】案例，买见面ka 的朋友，会由我和徐院线下一起完成大家方案的设计。
关于徐院👇
正儿八经科班出身的台湾外科医生，有证的台湾本土外科👨⚕️只有200多位，在大陆这边的很少，他是其中一位，快40岁了，本人一丁点都看不出来年龄超帅，很有少年气。
前几个月就线下和徐院深度聊过天，完全符合我挑选专场陪诊👨⚕️的条件。
1️⃣是克制，有医德。
不会为了💰一下让打很多，再生他用了十几年，在台湾就开始打，至今哦，一次不会超过x支。
2️⃣技术 
少女的高阶导师，从业17年了。
3️⃣审美 
他本人的风格，很精致秀气 有江南地区的小家碧玉的温婉又多了点中式的大气明艳，刚好在中和的地方 
和我审美很接近的点，都侧重骨相氛围整体调整，不会只看局部不考虑整体。
Ps：
他在台湾的时候就给几位大花做过🧵，在玥颜有好几个当红小花来调脸找他打的。
每个月只来4天哦。 
岗妹就是我的微博视频",,,"https://f.video.weibocdn.com/o0/KQt3mJNdlx08jROedXjq01041200hfGP0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732806705&ssig=0c7wCes7Ah&KID=unistore,video",,2024-11-25T17:57:36,高效变美的iPhone客户端,0,0,1,岗岗的工作汇报,,2024-11-25 17:57:36,True
5104612061745396	,P1VYO7k3y,"经常看到有朋友给我反馈，做了几次黄微感觉改善毛孔效果一般。 
那这个问题它就要分几个维度去自己复查。
1️⃣做完一个月内的术后修复，占效果的40%左右。
居家护理有没有做到位，它的一个月内都属于修复时期，保湿，抗炎，预防色沉，美白。
2️⃣间隔时间和方案有没有针对性。
很复杂，缺水，角质，氧化，衰老，都会影响，所以只做一个项目改善有限的。两次间隔时间太久，间隔半年也没有什么太大的参考意义。
这些皮肤的项目都是阶段性护理，一俩月没了。
3️⃣变量因素，生活作息/基因 
毛孔有基因差距，有的人天生皮肤好，有的人天生就不好，能在原来基础上有改善就说明有效果没白做。
每天高油高糖熬夜肯定没有规律作息科学护肤的效果好，静态只对比一个项目没意义。
4️⃣那怎么改善毛孔 ，
黄微，果酸，水光，交叉做呗。
再调整自己饮食作息抗炎，和适合自己的护肤方式。
他们对毛孔的影响比例，我认为可以是下面的。
医美40％➕日常作息饮食40％➕护肤20％",,,,,2024-11-25T14:56:57,高效变美的iPhone客户端,9,4,2,,,2024-11-25 14:56:57,True
5104598004269166	,P1VC8hUBw,"想要高满意度，就要放弃一部分顾客。这是我一直以来的观点也是和每家合作机构的共识。
如果觉得大家的观点本身并不匹配，且要求我们难以实现，大概率是存在后续客诉(主观/客观)，就直接拒绝掉，并不会因为💰成交。
高交付的成交绝对是建立在把东西跟你讲清楚，认可后成交的。
尤其是对医美一知半解的朋友，在网上看了很多东西，我认为你们最需要的就是线下找一个比较中肯的人，告诉你真正适合你的是什么。
前几天微光的主理人Mia姐给我讲了她们一个顾客，要打艾薇岚，这诉求本身并没有任何的问题。但是为啥要打艾薇岚，因为她朋友打了，她觉得效果非常好。所以她也要打。
Ok，到这里也并没有任何问题。
但医美最大的点在于，它并不是静态的，不是别人打了啥好看，自己也会好看，要看基础，看面部整体状态，看诉求，看预算，我们只有充分了解你到底想要什么，为什么选择它以及适不适合，才最大程度降低不满意度。
她朋友打了效果好，因为她朋友别的东西做了一大堆，且预算很足，打艾薇岚就是纯保养的，面部软组织骨相各层次状态本身就没有任何的问题，非常好。
她也要打看别人效果好，可是本来预算就只有2万块，而且面部状态整体并不理想，没有做过系统抗衰，对1瓶艾薇岚期望值很高，以为自己打了也会像他朋友那样。
还有一点更深层次的原因是社交属性，她朋友说打了艾薇兰就很像女人在一起聚会的时候拎出来一个爱马仕铂金一样。
这时候如果我们只做一次生意，只想赚你这一次钱，不会跟你讲特别多，想打就打了。反正💊是真的，管你后面咋样呢。
但是我们处于长期主义的角度，当时给她讲很多，适不适合他？他面部是什么状态？以及他花了这个钱能不能得到他想要的东西，综合建议去选择更好的。
这才是医美真正的交付，有很多很多是web无法告诉你的。值得付费的也永远是这些",,,,,2024-11-25T14:01:05,高效变美的iPhone客户端,2,0,0,,,2024-11-25 14:01:05,True
5104594294145071	,P1Vw9hojZ,"我觉得一个常见的误解是，别人打的效果好，因为打了xxx品牌的东西，所以才好。
同类的品牌东西几乎差异不大，在视觉外观效果，那有的人可能科普一些专业的数据，吸水，黏弹，硬度等，在没有很细致了解和大量实践的时候会被这些吸引到。
但是真正它适合什么，取决于实践反馈，打的多的👨⚕️上手推就知道手感和真正是啥样的。其次是累积的大量后续反馈，才能真正的知道一个产品啥样，怎么用，同类哪些是最好的，并非厂家教育宣传的。这些才是医美壁垒，用💰，实践，大量反馈，复盘总结的，是三言两语讲不清楚，也无法跨越的信息差。
值得付费的是这些，才能减少试错成本，而不是在web看很多看似专业的科普。
连我自己对YM的认知，也是这样发展的。
之前就讲过，走到最后YM想高效高交付解决问题，只能是个性化定制，会告诉你，你经过互联网 所认知的材料和真正适合的材料区别，以及后续的满意度等，有很大差距。 
很多时候就想不做公域就好了，私下想说啥说啥，什么好用什么，也不需要倾向任何品牌，只倾向我的交付。So，线下见吧朋友们，西安和杭州。#岗岗科普的医美小知识#",,https://wx2.sinaimg.cn/large/0072QhJWgy1hvyff4nffwj30e205u40o.jpg,,,2024-11-25T13:46:20,高效变美的iPhone客户端,0,6,0,岗岗科普的医美小知识,,2024-11-25 13:46:20,True
5104339838829344	,P1OTJB2UM,"一类问题肌，起码需要三个月去解决，居家功效型护肤品搭配YM，二者缺一不可。
痘坑我认为是一个非常复杂的事情，看面积，不同种类的坑，每种类型的坑都需要一种不同的治疗手段，而且这个过程要很有耐心。时间很久，那要是没耐心咋办，只能拿胶原蛋白挨个填，就这么简单，除了贵没有毛病。
另外，黄微，不是治疗痘坑的设备，如果你想治疗痘坑，别拿这个设备当侧重，老老实实点阵，TCA，填充，轮着来。
玫瑰痤疮/脂溢性皮炎，这些也很复杂，一定程度是需要配合口服药的。
这些涉及到很专业的皮肤专业病理性问题，老老实实去线下找👨⚕️面诊。
我本人不擅长问题肌，也不是做它的侧重，如果日常维护变美，倒是可以来问我，问题肌的一律建议来🏥面诊。但我合作的城市里面，目前我觉得杭州/北京都很擅长处理，也很有信心，别的地区如果来咨询很病理性的问题，就不建议来了。",,,,,2024-11-24T20:55:14,高效变美的iPhone客户端,4,4,0,,,2024-11-24 20:55:14,True
5104337124856893	,P1OPmknuZ,"#岗岗的工作汇报# 
杭州的皮肤暂定只有三个卡，这次不是问题肌专题，但是玥颜很擅长处理问题肌，问题肌太复杂了，套卡没办法Cover所有类型，最好的就是到院面诊后，李珊医师制定专业方案。
但我们这个卡和以往别的卡最大的不同，是以时间为维度划分的，分为日卡，月卡，未来会有季卡。
日卡，侧重日常维护
🔘精细小部位➕全脸的，适合没啥大问题，日常保养。但这精细小部位我们分得非常的细致，和每个区块都针对性的加强，口周，眼周，鼻头，三个亚单位，全脸，分别采用不同的治疗手段。详情参考1
🔘月卡 
专门为有创项目后设计的，但我在常规卡的基础上设计了两个亮点。
▪️黄维后的居家护理占总效果40％左右，为了保障治疗效果最大化➕在修复过程观察阶段性皮肤状态➕督促大家别偷懒！ 
‼️直接治疗后的一个月内的护理，按时来全都送。
这一个月内的护理，分为三个侧重点，第1周的修复，第2周抗炎退红，第3周的美白。 
也是按照黄威后出现不良反应的三个阶段。
这卡能讲的太多了，这个点只是其中的一个，治疗维度上也有创新。具体打法Sop 回头会有详细功课。
玥颜位置很方便，在市中心，大家中午可以做个修复，睡个觉休息一下。
草莓鼻我们原本也只有鼻子的，海菲秀一共有三个头搭配三种精华，我们用到的那个头，需要拆一组，每个人都是新头，没有循环使用的。
且部位范围更大。直接整个T区都给做的，反馈送口周，相当于 口周➕鼻头➕额头，一整个都做了海菲秀。但是我们只收了一个鼻头的💰，溶液不减量。",,"https://wx3.sinaimg.cn/large/0072QhJWgy1hvxm491bkrj30tj0ven5d.jpg,https://wx2.sinaimg.cn/large/0072QhJWgy1hvxm8o88d4j30tj0sfajg.jpg",,,2024-11-24T20:44:27,高效变美的iPhone客户端,5,2,0,岗岗的工作汇报,,2024-11-24 20:44:27,True
5104320921998467	,P1Ope8nTl,"驭容的回购率90％一点都不过分的，回购都是10盒起的，用了100多种面膜后觉得驭容最好用。
同价位无敌的，各个环节我这已经是最低的。要是走电商，估计一盒也要70左右的。
也就是它工厂有优势，是自己的代工厂，不是品牌找代工厂加工的，包材，原材料，都很用心。
精华不滴水，敷上去完全贴合，肤感很棒，没有增稠剂啥的，揭掉面膜很清爽。镇定修复即刻补水 
次抛也很好用，一天一支，医用的成分简单，功效精华前打底，敏感肌用它叠加一个修复乳，基础修复保湿就可以了。",,https://wx3.sinaimg.cn/large/0072QhJWgy1hvxk496ifgj30qq1gd0yi.jpg,,,2024-11-24T19:40:04,高效变美的iPhone客户端,1,0,0,,,2024-11-24 19:40:04,True
