id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106148227419407	,P2zWuv87R,转发微博,,,,,2024-11-29T20:41:08,HUAWEI P50 Pro,0,0,0,,,2024-11-29 20:41:08,False,5987796917,想吃宽粉了,5106147033353993	,P2zUze4wF,"2025年整容日历来啦！其实不是专门整容用的啦，连续更新第5年，大家都叫习惯了。照例祝大家新的一年大吉大利发大财！我还帮关注我的老婆们去国内zui大的财神庙烧了个聚宝盆！分享好运！
有没有发现我最近面相越来越好哈哈！最近的do脸方向不是变好看，而是怎么面相好怎么来了。
5105424114386174	,P2h6zip2K,我去，这人眉弓好好看,,,,,2024-11-27T20:43:45,HUAWEI P50 Pro,0,0,0,,,2024-11-27 20:43:45,False,3365378434,余若晖,5105390152844138	,P2gdNbVTc,"只做了外眼角，术后半年反馈，小姑娘来复查跟我表示是满意的，拉长眼睛的效果也比较明显。
术后一个月反馈请戳→
网页链接#外眼角##开外眼角# ",,"https://wx4.sinaimg.cn/large/c8979982ly1hw0z2jugiwj20sg11w11u.jpg,https://wx2.sinaimg.cn/large/c8979982ly1hw0z2ka7nxj20sg11swmo.jpg,https://wx2.sinaimg.cn/large/c8979982ly1hw0z2jhzxfj20qu11u7bm.jpg",,,2024-11-27T18:28:48,,2,0,1,"外眼角,开外眼角",,2024-11-27 18:28:48
5105312703713425	,P2ecSfA1X,想找一份有喝水自由和拉屎自由的工作，显然，麻子不具备这两个条件 ,,,,,2024-11-27T13:21:03,HUAWEI P50 Pro,0,0,0,,,2024-11-27 13:21:03,True
5105210676478754	,P2byjrbq2,睡了三个多小时吧，失眠了 ,,,,,2024-11-27T06:35:38,HUAWEI P50 Pro,0,1,0,,,2024-11-27 06:35:38,True
5105138331025641	,P29FD4iOB,转发微博,,,,,2024-11-27T01:48:09,HUAWEI P50 Pro,0,0,0,,,2024-11-27 01:48:09,False,7753596057,AAA剋泡恶霸眨总,5104980887865230	,P25zGx06y,要查就查羊毛月的税 别查他的论文啊 ,,https://wx3.sinaimg.cn/large/008sJiwVgy1hvzo2h6bh0j30qj110n0h.jpg,,,2024-11-26T15:22:32,你管我Android,53179,561,723,,,2024-11-26 15:22:32
5105126914392771	,P29ndiqL9,在小红书，刘亦菲也成了低额头 ,,https://wx2.sinaimg.cn/large/0081gLwYly1hw04u8m0phj30mr137tbc.jpg,,,2024-11-27T01:02:48,HUAWEI P50 Pro,0,0,0,,,2024-11-27 01:02:48,True
5105123279505426	,P29hlDSNk,"#北大本科生 羊毛月#这就是典型是庶子
 ",,,,,2024-11-27T00:48:21,HUAWEI P50 Pro,0,0,0,北大本科生 羊毛月,,2024-11-27 00:48:21,True
5105068703748716	,P27RkfJda,"现在整圈流行案例共享吗？
 ",,,,,2024-11-26T21:11:29,HUAWEI P50 Pro,1,0,0,,,2024-11-26 21:11:29,True
5104966519752257	,P25cvEV0t,"一天睡五个小时
 ",,https://wx4.sinaimg.cn/large/0081gLwYly1hvzmey6sk4j30mr0f4q3o.jpg,,,2024-11-26T14:25:26,HUAWEI P50 Pro,0,0,0,,,2024-11-26 14:25:26,True
5104764143273685	,P1ZW6dJDn,哎呀我的妈呀，看了某医生注射的术后即刻，欢乐谷效应都犯了，人类不应该是那样的脸啊…一个个跟伪人似的 ,,,,,2024-11-26T01:01:16,HUAWEI P50 Pro,3,0,0,,,2024-11-26 01:01:16,True
5104729881313575	,P1Z2Q5vIH,"有时间整容的工作就是好工作，没时间整容还能把人累老了的工作就是坏工作
 ",,,,,2024-11-25T22:45:07,HUAWEI P50 Pro,1,0,0,,,2024-11-25 22:45:07,True
5104569284037375	,P1UROgWiX,我日了，假体还得是假体，群友做了SZ的眉弓，好看死了，我的玻尿酸特么就是一坨 ,,,,,2024-11-25T12:06:58,HUAWEI P50 Pro,1,0,0,,,2024-11-25 12:06:58,True
5104554738454497	,P1UulztoR,最爽的瞬间就是看到回血，感觉整个人从上到下都通畅了 ,,,,,2024-11-25T11:09:10,HUAWEI P50 Pro,0,0,0,,,2024-11-25 11:09:10,True
5104554426762684	,P1UtQsnhy,"刚才扎了个CVC，是自己扎的哦
，从打局麻到最后缝线固定，都是自己哦
 ",,,,,2024-11-25T11:07:56,HUAWEI P50 Pro,0,0,0,,,2024-11-25 11:07:56,True
5104390569198668	,P1QdyCAZC,啊？这是三甲医生说的话？ ,,https://wx3.sinaimg.cn/large/0081gLwYly1hvxs9s0exbj30pl1k9q85.jpg,,,2024-11-25T00:16:49,HUAWEI P50 Pro,0,0,0,,,2024-11-25 00:16:49,True
5104310943745635	,P1O98fIpt,羊毛月，要不然你看看呢，咱们大学生挣得还没碧桂园五星上将多 ,,https://wx3.sinaimg.cn/large/0081gLwYly1hvxj49bi3xj30pl1k9jvg.jpg,,,2024-11-24T19:00:25,HUAWEI P50 Pro,0,0,0,,,2024-11-24 19:00:25,True
5104252680670262	,P1MDa2OmG,拳头沾碘伏，边打边消毒 ,,"https://wx1.sinaimg.cn/large/0081gLwYly1hvxcfezuu7j30pl1k940t.jpg,https://wx4.sinaimg.cn/large/0081gLwYly1hvxcffm5e8j30pl1k9wgv.jpg",,,2024-11-24T15:08:54,HUAWEI P50 Pro,0,0,0,,,2024-11-24 15:08:54,True
5104246896462586	,P1MtPr7dg,分享图片 ,,https://wx3.sinaimg.cn/large/0081gLwYly1hvxbrrlqpcj317t0u00vi.jpg,,,2024-11-24T14:45:55,HUAWEI P50 Pro,2,0,0,,,2024-11-24 14:45:55,True
5104204159127593	,P1LmTCivf,太少了，再掉点,,,,,2024-11-24T11:56:06,HUAWEI P50 Pro,0,0,0,,,2024-11-24 11:56:06,False,6004281123,梨视频,5104147781648751	,P1JTY6UUL,"【#羊毛月一夜掉粉近22万#】近日，网红羊毛月发布视频“嘲讽00后找工作”的言论引发争议。11月23日晚间，该博主发布了道歉视频。
数据平台显示，其11月23日的粉丝数为877.1万左右，而截至11月24日早8点左右，该播主的粉丝数已经减少到855.3万左右，一夜掉粉近22万。#羊毛月与MCN解绑##怒怼羊毛月央财硕士回应争议#",,"https://wx1.sinaimg.cn/large/006yllNVgy1hvx0cvzxioj316i0kvqgo.jpg,https://wx3.sinaimg.cn/large/006yllNVgy1hvx0cxdv6xj30wi1v1dq5.jpg,https://wx3.sinaimg.cn/large/006yllNVgy1hvx0ht5a5pj30lo0usq49.jpg",,,2024-11-24T08:12:04,微博网页版,58887,1661,506,"羊毛月一夜掉粉近22万,羊毛月与MCN解绑,怒怼羊毛月央财硕士回应争议",,2024-11-24 08:12:04
5104185224202274	,P1KSmhDcC,#羊毛月道歉#现在什么就业环境？他妈的可以说逼良为娼！00后可以说是吃尽了时代黑利，最烦一些90后出来说他们自己当初怎么不那样，你只是吃上了时代红利而已，并不是你自己多么优秀，大哥你不要太高高在上好嘛？ ,,,,,2024-11-24T10:40:51,HUAWEI P50 Pro,4,3,0,羊毛月道歉,,2024-11-24 10:40:51,True
5103917801408523	,P1DV25Uq7,还真是，我们医院侧门也有，还有茶蛋和烤苞米,,,,,2024-11-23T16:58:13,HUAWEI P50 Pro,0,2,0,,,2024-11-23 16:58:13,False,1420862042,哑巴,5103870092511226	,P1CG5axhE,观察过没，每个医院门口都有一家烤红薯摊。垄断，多大势力呢 ,,https://wx2.sinaimg.cn/large/54b0a25aly1hvw4huh2p8j2296308npf.jpg,,,2024-11-23T13:48:38,,391,146,21,,,2024-11-23 13:48:38
5103504169110593	,P1t9SCe53,我被佩服了,,,,,2024-11-22T13:34:35,HUAWEI P50 Pro,1,2,0,,,2024-11-22 13:34:35,False,7063636894,谈美功课小号,5102815215354059	,P1beFmsPN,平等地佩服所有局麻大手术的人，包括且不限于局麻做鼻子、局麻切骨头、局麻全身吸脂。。。 ,,,,,2024-11-20T15:56:56,互联网杀猪iPhone客户端,41,20,2,,,2024-11-20 15:56:56
5103208923925621	,P1ltGgtet,"回复@葉尒姊:关键我得有才行
，春节我大年三十放假，医生不也是大年三十放假吗？//@葉尒姊:假期早点做早点美",,,,,2024-11-21T18:01:23,HUAWEI P50 Pro,0,0,0,,"葉尒姊,葉尒姊",2024-11-21 18:01:23,False,7347834952,IamVivienne123456,5103089535420950	,P1in7mKeG,真服了，想吸脂，想来想去也只有国庆假期够我恢复，还不保证能休上七天 ,,,,,2024-11-21T10:06:59,HUAWEI P50 Pro,1,19,1,,,2024-11-21 10:06:59
5103170780922925	,P1kua3S5T,#2025考研388万人报名#少这么多啊，但是放心，医学专硕仍然是卷中卷 ,,,,,2024-11-21T15:29:49,HUAWEI P50 Pro,1,0,0,2025考研388万人报名,,2024-11-21 15:29:49,True
5103143939475945	,P1jMRDL7P,存肋远期功课,,,,,2024-11-21T13:43:09,HUAWEI P50 Pro,0,0,1,,,2024-11-21 13:43:09,False,5661608765,江停家躲雨,5102903238329306	,P1dwDyWPE,"昨天把头皮上存的肋骨取了，19年存到现在也有五年了，本来还想能不能整根取出来，结果医生打开发现钙化了一半，而且和颅骨粘的很紧，用力敲敲撬撬才取下来，取出来的都是碎片。
个人感觉肋骨存头皮和腋下有点没必要，埋的肋骨一般是手术中剩的，导致很短或者很细，短的做支架不够，细的做鼻头帽子不够量，二修时为了追求完美大概率是又要重新取肋的，存了也是要再取。
而且埋头皮要剃掉一点头发，有的人刚存进去头皮张力大还会暂时斑秃，存腋下有的人会鼓包和留疤。
两年内修复还好一点，像我这种过了四五年想取出来基本上也是不能用，而且和颅骨粘的很紧很紧，局麻取的感觉头顶快给医生撬飞了。
如果不花钱免费埋可以考虑下，如果要存肋骨埋要单独收费，那是没必要存，大概率这个钱要浪费。
因为我二修时压根没用上存的这个肋骨，医生当时说这个肋太细了，用它做出来的不好看。
还好这次取这个也不是为了修复，只是单纯想取出来，每次洗头和摸头顶存肋的地方鼓个包，心里觉得怪怪的忍了几年还是想把它拿出来。
最后被包成这样……像被炮弹轰炸过一样，走在路上真的很搞笑，没拆线7天不能洗头，不敢想象头会多油",,"https://wx2.sinaimg.cn/large/006b9x4pgy1hvt1bc1s08j32bc334e83.jpg,https://wx3.sinaimg.cn/large/006b9x4pgy1hvt1baus0lj31sc2ds4qq.jpg,https://wx2.sinaimg.cn/large/006b9x4pgy1hvt1c40xnyj31sc2dsx6p.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002cHLmEgx08jK5wbXWM0f0f0100cOmV0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003am7zbgx08jK5wmAz50f0f0100chNd0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002Te9f3gx08jK5wFGPm0f0f0100rJdH0k01.mov,,2024-11-20T21:46:42,iPhone 15 Pro Max,335,109,16,,,2024-11-20 21:46:42
5103089535420950	,P1in7mKeG,真服了，想吸脂，想来想去也只有国庆假期够我恢复，还不保证能休上七天 ,,,,,2024-11-21T10:06:59,HUAWEI P50 Pro,1,19,1,,,2024-11-21 10:06:59,True
5102925204687738	,P1e64jFuG,活着有啥意思，睡着了再一睁眼，又是一样的一天 ,,,,,2024-11-20T23:13:59,HUAWEI P50 Pro,0,3,0,,,2024-11-20 23:13:59,True
5102817176719240	,P1bhPsbYQ,任何一行要做好都是需要足够的内驱力的，可惜我没有，我听到他们那么大岁数了还纠结读博，评职称，我就想死，想吊死在达芬奇上 ,,,,,2024-11-20T16:04:43,HUAWEI P50 Pro,2,0,0,,,2024-11-20 16:04:43,True
5102713492734362	,P18ABbtkC,我必改行，我把话撂这！但是这四证，我一证不少都得拿！ ,,,,,2024-11-20T09:12:43,HUAWEI P50 Pro,1,0,0,,,2024-11-20 09:12:43,True
5102573286327233	,P14Wsqy09,我知道你在努力营销，但是你自己看看和赵露思有半毛钱关系吗？ ,,https://wx2.sinaimg.cn/large/0081gLwYly1hvrzk57rrjj30mr16g417.jpg,,,2024-11-19T23:55:35,HUAWEI P50 Pro,4,4,0,,,2024-11-19 23:55:35,True
