id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期,uid
5103076706879409	,P1i2qsREd,"#轮廓# #审美# #韩国轮廓手术# 
韩国各个轮廓医院的总结（一）
这个姐妹也总结了！很详细！！！
网页链接
我本人颧弓问题比颧骨大，眼后留白较多，太阳穴不凹陷，所以适合高位截骨，去骨不多的，能保留45度，微上提固定的医院。此外，我耳位偏低，留大角会比较钝，适合留中小角。下巴看审美，我素方圆阔面脸配尖圆下巴更精致些。根据这些要求找了些医院。实在是没有完美医院，都要做取舍
1️⃣cooki：考虑三件套（协议版）。就我蹲到的野生情况来看，老郑现在贼听话，适合非常有自己想法的人，下颌既可以很保守又可以很极致。颧骨颧弓高位截骨，去骨少，对颧弓改善大。微上提固定，适合太阳穴没那么凹的人。目前看到的ct都没有骨缝，可保留45度。下巴可以切到颏侧，批外板，可以留角。属于比较稳的流水线吧。
雷点❌：1️⃣他家手术室很小，有野生反馈卫生条件一般，并且护士不穿护士服。还能在隔壁听到手术室打电话的声音....进去做手术时窗户🪟还是开着的....总体让人心里不放心。2️⃣术后服务态度一般。3️⃣会捂嘴🫢，中文室长很关注微博动态。4️⃣中韩不同价，并且价格不随韩国汇率波动，转账收款人是个东北大哥。5️⃣定金不退。6️⃣轮廓基本是中国人，眼睛很多外国人去做。7️⃣术后消肿管理也不多（照灯➕挤淤血）
2️⃣respect：考虑三件套。高位截骨线，去骨少，对颧弓改善大。微上提固定适合太阳穴没那么凹的人。可以保留45度，外板可批可磨。下巴下颌我超爱，是我爱的尖尖下巴！下颌曲线很好看，院长刀工很好，审美也不错。下巴可以做骨移植。蹲到的野生ct，很好看，颧骨没有骨缝，下颌依然是我爱的那条曲线截骨。他家下颌总体偏保守。目前还是中韩同价（要砍价），但根据跟韩国室长的交流，他家火了绝对涨价
，希望要冲的宝宝不要被他们pua！他家价格330w单件套，900w三件套！！！我们要齐心协力。不能助长歪风邪气！
网页链接
雷点❌：1️⃣术后不住院，不插引流管，不挤淤血，消肿管理也不多，目前乱报价。2️⃣没有中文室长，沟通麻烦。
3️⃣345: 对我来说只考虑下巴下颌，他家颧骨术式不适合我。中高位截骨线，颧骨去骨量普遍在5-7，对颧骨改善比颧弓大。有野生反应颧弓推不进去。下巴下颌可以留角，下颌可以环切到下巴（要加钱），免费磨外板，免费去咬肌，取颊脂垫要加钱（很贵），可做下巴延长骨移植（要加钱）。目前也是中韩同价！但素客服说之后会涨。我们一样要齐心协力！！！！目前有一个团购活动，但是截止到十一月底。
雷点❌：颧弓颧骨不适合我。
4️⃣mdy：只考虑下巴下颌。
雷点❌：1️⃣目前蹲到的野生来看，如果单做下颌尊的不处理下巴
。2️⃣中韩不同价。3️⃣对我来说有点太一刀切了。
5️⃣ru：新医院，目前不考虑，
网页链接
。
雷点❌：1️⃣院长顺手情况比较严重。2️⃣钉子有点乱打。3️⃣院长什么都做。4️⃣院长资质不行。（但素他家颧弓靠后斜切、高位截骨，上提固定，练好了有朝一日maybe能超越女神。）
6️⃣女神：不考虑。具体术士可以看这个姐妹整理的。
网页链接
。
雷点❌：目前蹲到的野生，我觉得不行❌的是：颧骨随机东非大裂缝，颧弓后端骨不连钉子一辈子不能拆（接受不了），颧弓后端上提太多，我本身太阳穴不凹陷，推完极有可能彭出。除此之外的个人因素：权太冷漠我不喜欢。",,"https://wx2.sinaimg.cn/large/007lz5zHgy1hvtlmk6gk4j31404wze82.jpg,https://wx3.sinaimg.cn/large/007lz5zHgy1hvw528sptjj31401y01cj.jpg",,,2024-11-21T09:16:00,iPhone 15 Pro,31,3,19,"轮廓,审美,韩国轮廓手术",,2024-11-21 09:16:00,True,,,,,,,,,,,,,,,,,,6731595793
5102830285229146	,P1bCYlWl4,马！！！,,,,,2024-11-20T16:56:49,iPhone 15 Pro,1,0,0,,,2024-11-20 16:56:49,False,5880742745,没错就是锦鲤本人,5095300361882648	,ODZcg7TLi,"p1翻译:头太宽了推颧弓没啥用，切耳前骨还能有点缩小效果。功课：
网页链接
p2:跟我类似的案例，我骨量比她小所以比她垂，颧弓比她更凸点。功课：
网页链接
p3:我的术后会跟原博一样，前置拍照会有小改善，后置拍照几乎不变，功课：
网页链接
p4:但我觉得还是得根据皮肉来看，功课：
网页链接
左边是我太阳穴没泡之前，右边是我脂肪填充太阳穴两年内极速发胀了，张劲该死🔪🔪颧弓还是有指征的，毕竟流畅的大头还是比崎岖的大头好。但cooki看见右脸真人的我拒绝了
总结1⃣️pz这位大头鉴定师真的很准确。大头与上镜无缘。
总结2⃣️我的成功手术参考p2，属于上镜不用p，周围人看不出do脸了但变精致的程度。这种程度不太想去🍪花8w了哎
还有gzx的10w
👃也只缺一丢丢，还不如省省拿来do🐻do身体……（还是太穷了捏，财神看看我
）
mdy我来做你两件套功课了！！！",,"https://wx4.sinaimg.cn/large/006pYZPrgy1hv4s9xwm4yj31g11d1nc8.jpg,https://wx4.sinaimg.cn/large/006pYZPrgy1hv4s9xuzzcj30tz17mwm4.jpg,https://wx4.sinaimg.cn/large/006pYZPrgy1hv4s9xvtkbj30uo0n0wlq.jpg,https://wx1.sinaimg.cn/large/006pYZPrgy1hv4s9xw74gj30qj0sg0z9.jpg,https://wx1.sinaimg.cn/large/006pYZPrgy1hv4s9xt7pjj30z220rn7m.jpg",,,2024-10-30T22:15:35,微博轻享版,14,10,9,,,2024-10-30 22:15:35,6731595793
5105412585555894	,P2gNYnjlc," 
查看图片",,,,,2024-11-27T19:57:57,iPhone 15,1,0,0,,,2024-11-27 19:57:57,False,7914773866,ljq轮廓避雷_举报sqj,5105066781967859	,P27Oe8fVF,"举报西安交通大学第二附属医院、前唐都医院，李金清轮廓事由，术后致残。@1818黄金眼 @澎湃新闻 @新浪新闻 @郭军颌面外科 @蓝莓医生 @整形医生修志夫 @健康中国 @西安交通大学第二附属医院 @上海九院韦敏教授 
ljq轮廓术后反馈 李金清面部轮廓整形 ",,"https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxoaydqqj30u01t2n2r.jpg,https://wx3.sinaimg.cn/large/008DDAf0gy1hvzxkyk3z9j30u01t2qca.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxkwdxjxj30u01t2k17.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxkz9li7j30u01t2k1m.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxl033wwj30u01t2tjm.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl0t7ynj30u01t2491.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl1myfbj30u01t2gw1.jpg,https://wx4.sinaimg.cn/large/008DDAf0gy1hvzxl25bsej30u01t2wgp.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxnmjpr0j30u01t2gvm.jpg",,,2024-11-26T21:03:51,iPhone 15,67,9,50,,"1818黄金眼,澎湃新闻,新浪新闻,郭军颌面外科,蓝莓医生,整形医生修志夫,健康中国,西安交通大学第二附属医院,上海九院韦敏教授",2024-11-26 21:03:51,7925898027
5105398208268483	,P2gqMyH0D,"ru线上面诊记录：p1-3院长模拟画的截骨线。方案：颧骨单侧内推5-6mm（至少），截骨2mm，左右两边不对称，右边的颧骨更大；正面，黄色部分要切外板的部分；下颌角留角1-1.3cm；下巴缩短3mm，前置3mm
问题1: p1黄色区域处理外板，颏侧打磨，下颌骨后侧外板不用处理？回答：后侧以截骨为主，我的情况不需要劈外板。
问题2:截骨线靠后，耳前骨凸起处是否会打磨？回答会打磨，打磨区域见p6。
问题3:下巴缩短3mm……我视觉上是轻微后缩短下巴，再缩短连带着下颌骨的切除，有种不详的预感
我的审美完全不喜欢短下巴，我甚至一开始还想做延长。
我自己想画的截骨线如p4红线，室长说截骨前移视觉上会有下巴变长的效果，连带着下颌截骨线也会有轻微变化，调整后对方给画的线如p5蓝线（数值上大概切1-2m宽度的骨头）。
推荐面吸一起进行。 总体面诊观感不错，新医院为了揽客格外积极（非贬义）
医生术式会根据顾客需求进行调整",,"https://wx2.sinaimg.cn/large/008Eog8Xgy1hw0ymiohojj30zk0oajt2.jpg,https://wx3.sinaimg.cn/large/008Eog8Xgy1hw0ymiec2sj30zk0oa0uv.jpg,https://wx2.sinaimg.cn/large/008Eog8Xgy1hw0ymj2ms5j30zk0oawg0.jpg,https://wx1.sinaimg.cn/large/008Eog8Xgy1hw0ymjcux6j30zk0oagn5.jpg,https://wx2.sinaimg.cn/large/008Eog8Xgy1hw0ymjqa0fj30zk0oamz1.jpg,https://wx1.sinaimg.cn/large/008Eog8Xgy1hw0ymk0de1j30lu1bcmzg.jpg",,,2024-11-27T19:00:49,iPhone 15,3,5,1,,,2024-11-27 19:00:49,True,,,,,,,,,,,,,,,,,,7925898027
5104976706143824	,P25sWpMhW,ru“新人美”时期，院长接线上视频面诊➕帮p术后效果图。要了2组公开案例及ct。下颌角感觉不错，术后正面能有转折，颧骨颧弓稍显不稳定。 ,,"https://wx2.sinaimg.cn/large/008Eog8Xgy1hvznk3uh79j30u0160tbn.jpg,https://wx2.sinaimg.cn/large/008Eog8Xgy1hvznk46mdrj316g0jajvd.jpg,https://wx2.sinaimg.cn/large/008Eog8Xgy1hvznk4flc4j31630j7n0y.jpg,https://wx4.sinaimg.cn/large/008Eog8Xgy1hvznk4tin5j30u016041f.jpg,https://wx4.sinaimg.cn/large/008Eog8Xgy1hvznk5d3swj30uc0cfq5g.jpg",,,2024-11-26T15:05:55,iPhone 15,1,0,1,,,2024-11-26 15:05:55,True,,,,,,,,,,,,,,,,,,7925898027
5104860659975648	,P22rLFR7y,转发微博,,,,,2024-11-26T07:24:48,iPhone 15 Pro Max,0,0,0,,,2024-11-26 07:24:48,False,2453209901,吸脂填充修复张干林,4809310905834133	,M3UdAotIV,"什么是真皮下剥离？
🔺🔺真皮下剥离不是剥离，是需要掌握精准层次的剥离。剥离的层次不对，达不到想要的效果，且容易损伤关键韧带。#深圳法令纹填充##法令纹填充##印第安纹#🔺🔺面部软组织有很多韧带，挂住面部软组织预防和延缓下垂。既然可以挂住东西，肯定需要“铆钉的位置”才可以挂住。韧带一端固定在骨膜、一段固定在软组织中，类似一个带有锯齿的绳子。真皮下这个铆钉位置只是整个韧带其中一个铆钉的位置。
🔺理论上如果骨膜端韧带断裂，面部软组织下垂明显。真皮下韧带断裂，对整个软组织层影响比较小。剥离的位置就是真皮下韧带粘连的位置，来解决印第安纹（法令纹有时候也需要做剥离）。
🔺如果操作剥离的层次不太对，剥离的过深，肯定是不行的，可能是会导致皮肤的下垂。原则上来讲，美容外科中除了截骨、隆鼻、隆下巴假体区域的手术，没有医生刻意去做骨膜层次的剥离。",,https://wx4.sinaimg.cn/large/9239032dgy1h5seseemeuj214f0qggsm.jpg,,,2022-09-02T17:55:35,,8,4,11,"深圳法令纹填充,法令纹填充,印第安纹",,2022-09-02 17:55:35,7875653547
5102874437093277	,P1cMbtLhH,"好明显的轮廓下垂后遗症 她应该填东西了 好馒 看到了我将来的宿命
 ",,https://wx1.sinaimg.cn/large/008AZrg7gy1hvsy31yh52j30u01t144x.jpg,,,2024-11-20T19:52:15,iPhone 15 Pro Max,1,1,0,,,2024-11-20 19:52:15,True,,,,,,,,,,,,,,,,,,7875653547
5102285715669179	,P0XsDnMOn,轮廓,,,,,2024-11-19T04:52:53,所愿皆成真,0,0,1,,,2024-11-19 04:52:53,False,5323028715,爱美的小公举,4129234353466736	,FcgwbexR6,做了轮廓建议你们配合这种头套带防止颧骨的肉下垂，这个头套貌似只有台湾和日本才有卖的。你们也可以去淘宝找找！找到记的告诉我，我现在都是让蔡从台湾给我寄，我总是丢，蔡那里卖1500台币。韩国的那种全包式的头套是没有办法照顾到颧骨的。这个还很舒服方便携带脱下摘下。做了脂肪苹果肌的也可以带，防止脂肪下流。,,"https://wx3.sinaimg.cn/large/005OeSVRgy1fhisuz8otbj30ku112gqh.jpg,https://wx1.sinaimg.cn/large/005OeSVRgy1fhisux9kowj30ci0m8abv.jpg",,,2017-07-14T02:14:11,iPhone,313,51,697,,,2017-07-14 02:14:11,7945473774
5105384240974604	,P2g4g45xq,郑康在这个大王八 ,,,,,2024-11-27T18:05:19,vivo Y100i,2,0,0,,,2024-11-27 18:05:19,True,,,,,,,,,,,,,,,,,,7919807482
5103104135529876	,P1iKFnczy,"妹妹觉得自己的黑眼圈有一点严重，眼尾也有一点下垂，显得自己的很疲惫，应该怎么处理呢？
妹妹的主要问题是：黑眼圈比较严重，导致卧蚕相应不是特别明星。眼睛大，但是眼尾下垂，会显得眼睛疲态感更明显。通过面诊设计需要补充的容量，利用胶原蛋白乳白色的特性，来遮盖和缓解黑眼圈。并利用骨相支撑的打法，提升韧带及眼尾。让卧蚕更明显。
本次注射后设计：通过锐针和钝针相结合的方法，先用锐针在眶周进行骨相支撑，在眉位处眶外侧增厚区左侧进行0.1ML注射，右侧进行0.15ML的注射；在眼尾处左侧分为两个点位共注射0.15ML.右侧进行0.1ML；在眶外侧缘soof区左侧分为两个点位进行0.25ML注射，右侧分为两个点位进行0.25ML的注射；并在泪沟睑颊沟和颊中沟交点处左侧进行0.2ML注射，右侧进行0.2ML;最后使用钝针在皮下及眼轮匝肌下顿针平铺左侧0.3ML，右侧0.3ML。#眶周年轻化# #改善黑眼圈# #眼周抗衰#",,"https://wx3.sinaimg.cn/large/008D2u5Lly1hvst1bfsjfj33402yo4qr.jpg,https://wx4.sinaimg.cn/large/008D2u5Lly1hvst1dbfdzj30pc10l0zt.jpg",,,2024-11-21T11:05:00,微博网页版,0,0,0,"眶周年轻化,改善黑眼圈,眼周抗衰",,2024-11-21 11:05:00,True,,,,,,,,,,,,,,,,,,7905932093
5104981269285857	,P25AiCXFT,回复@别再看我啦rrr:没有啥项目是能一步到位的 我觉得要看你下垂的程度 不严重的就打打光电 如果年纪小 其实不太建议做拉皮 因为皮肤再去皮的同时 多多少少会变薄的//@别再看我啦rrr:那轮廓后的垂是埋线好一点呢 还是直接做个小拉或者大拉一步到位呢,,,,,2024-11-26T15:24:03,,0,0,0,,"别再看我啦rrr,别再看我啦rrr",2024-11-26 15:24:03,False,7748637818,超级无聊有限公司,5104757288732444	,P1ZL2ADHS,"今天刷抖音的时候看到一个直播间 那个博主说 埋线是过时的项目 已经被淘汰了 啊哈哈哈哈哈哈?
我说一句心里话，我五年内虽然没有埋线过，但是能说出来这个话的人一定不怎么了解这个手术，看了一眼她的脸 一切说得通了 ",,,,,2024-11-26T00:34:02,,1,16,2,,,2024-11-26 00:34:02,7748637818
5105068642664965	,P27Rebbhj,转发,,,,,2024-11-26T21:11:14,微博轻享版,1,0,0,,,2024-11-26 21:11:14,False,7914773866,ljq轮廓避雷_举报sqj,5105066781967859	,P27Oe8fVF,"举报西安交通大学第二附属医院、前唐都医院，李金清轮廓事由，术后致残。@1818黄金眼 @澎湃新闻 @新浪新闻 @郭军颌面外科 @蓝莓医生 @整形医生修志夫 @健康中国 @西安交通大学第二附属医院 @上海九院韦敏教授 
ljq轮廓术后反馈 李金清面部轮廓整形 ",,"https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxoaydqqj30u01t2n2r.jpg,https://wx3.sinaimg.cn/large/008DDAf0gy1hvzxkyk3z9j30u01t2qca.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxkwdxjxj30u01t2k17.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxkz9li7j30u01t2k1m.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxl033wwj30u01t2tjm.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl0t7ynj30u01t2491.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl1myfbj30u01t2gw1.jpg,https://wx4.sinaimg.cn/large/008DDAf0gy1hvzxl25bsej30u01t2wgp.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxnmjpr0j30u01t2gvm.jpg",,,2024-11-26T21:03:51,iPhone 15,67,9,50,,"1818黄金眼,澎湃新闻,新浪新闻,郭军颌面外科,蓝莓医生,整形医生修志夫,健康中国,西安交通大学第二附属医院,上海九院韦敏教授",2024-11-26 21:03:51,5523643329
5102419154045451	,P10VRgYpd,"自然无负担的眉下提升
解决上眼皮皮肤下垂的方法有很多种。
实施最多的方法是""上眼睑整形""，除此之外还有额头提拉术、眉毛下提拉术等方法。
所谓""上眼睑整形""或""上眼睑手术""，是指在眼皮正上方切除下垂皮肤的眼部整形方式，东方人通过打造双眼皮完成手术，故而被称为""中年双眼皮""手术。
上眼睑整形是直接解决上眼皮皮肤下垂的好方法，但对打造双眼皮感到负担的人可能会产生排斥感。
特别是从过去开始就没有双眼皮的人,有些人对打造没有的双眼皮感到不适应。
“眉下提升术”是指在眉毛的下方部分切除上眼皮下垂的皮肤，解决眼皮皮肤下垂的手术方法。（图一）
首先设计出眉毛下部适当切除的皮肤量，然后切除皮肤，开始手术。
皮肤下层有被称为眼周肌（眼轮肌）的肌肉层，只有部分切除并固定该肌肉，眉下提升的效果才会更好。
（图二）眼周有沿着眼眶骨紧密贴合的维持韧带，需要将需要提拉的眼睛围肌（眼轮肌）固定在该维持韧带和骨膜上。
通过此操作可打造更好的提拉效果，并可延长眉毛下举床的维持时间。
另外，偶尔眼皮凹陷时，通过眼轮肌下面的剥离接近眼皮脂肪袋，打开脂肪袋，缓解凹陷的感觉。
中年男性如果不是原来就有双眼皮的眼睛,可能会对上眼睑整形感到负担。 
解决眼皮皮肤下垂问题，但双眼皮一旦出现，形象就会发生变化，因此，对于难以适应双眼皮形象的中年男性上眼皮皮肤下垂问题，可能会成为很好的选择。
（图三）眉下提升前后对比
女性也有不喜欢因上眼睑整形而产生双眼皮或变化的人。
当然想要做双眼皮或者对做双眼皮没有排斥感的人可以选择上眼睑整形，但如果做不到，选择眉毛下提拉术也是很好的方法。
解决上眼皮皮肤下垂的方法有很多种，从眉毛下方切除皮肤、提拉并固定肌肉的眉毛下提拉术也是很好的手术方法之一。
（图四）眉下提升前后对比#韩国整形##韩国嘉奈##嘉奈整形##眼睛整形##整形#",,"https://wx4.sinaimg.cn/large/008G9530gy1hvrhuj1b4cj318f0m20zl.jpg,https://wx2.sinaimg.cn/large/008G9530gy1hvrhujk1kyj318f0mpdkk.jpg,https://wx4.sinaimg.cn/large/008G9530gy1hvrhuk0somj30w307ijzv.jpg,https://wx2.sinaimg.cn/large/008G9530gy1hvrhukfh8bj30vz07iwml.jpg",,,2024-11-19T13:43:07,iPhone 15,2,0,2,"韩国整形,韩国嘉奈,嘉奈整形,眼睛整形,整形",,2024-11-19 13:43:07,True,,,,,,,,,,,,,,,,,,7951833126
5105091231881263	,P28rF7ToX,"来自上海的帅哥，原先皮肤松弛、眼尾下垂、遮瞳无神、眼窝凹陷、没精气神
，改善无神遮瞳状态，眼尾微上扬，脂肪重组，眼窝自然，上睑年轻化，少年感#男生双眼皮##开扇形双眼皮##孙冲#双眼皮
 
孙冲眼面修复的微博视频
 ",,,"https://f.video.weibocdn.com/o0/AqP0ul6Tlx08jTIB8Uk001041200cwZS0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732873044&ssig=QUjSTlsnev&KID=unistore,video",,2024-11-26T22:41:00,双眼皮超话,0,1,0,"男生双眼皮,开扇形双眼皮,孙冲",,2024-11-26 22:41:00,True,,,,,,,,,,,,,,,,,,7345476800
5103981117048173	,P1Fz9tzyd,"帅哥来自江西，眼睛基础天生大小眼、不对称，喜欢充满少年感的狗狗眼，保留了眼尾下垂的特点，左眼降窄7mm-5mm小开扇形态期待进一步恢复#男生双眼皮##开扇形双眼皮##孙冲#双眼皮
 ",,"https://wx2.sinaimg.cn/large/00816S4ggy1hvwh8hokt0j31mj261x6p.jpg,https://wx3.sinaimg.cn/large/00816S4ggy1hvwh8mu1fbj33k03k04qr.jpg",,,2024-11-23T21:09:48,双眼皮超话,0,0,0,"男生双眼皮,开扇形双眼皮,孙冲",,2024-11-23 21:09:48,True,,,,,,,,,,,,,,,,,,7345476800
5103889913218023	,P1Dc3dv9B,"来自广州的帅哥，第一次眼睛是十年前做的，受当时流行的审美影响，宽度过宽且弧度女性化，眼尾肉条感重，下唇松弛下垂。经过面诊以及术前沟通后，将原本9mm平扇调整为5mm开扇。术后即刻带来的视觉效果非常直观，少年感满满。#男生双眼皮##双眼皮修复##开扇形双眼皮##孙冲#双眼皮
 
孙冲眼面修复的微博视频",,,"https://f.video.weibocdn.com/o0/2P2MrHNelx08jOqKoELe010412002Q0E0E010.mp4?label=mp4_720p&template=720x720.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732873045&ssig=p4%2FPsOB3j5&KID=unistore,video",,2024-11-23T15:07:23,双眼皮超话,0,0,0,"男生双眼皮,双眼皮修复,开扇形双眼皮,孙冲",,2024-11-23 15:07:23,True,,,,,,,,,,,,,,,,,,7345476800
5105350392941730	,P2fbFclhg,居然凹陷到这种程度,,,,,2024-11-27T15:50:49,微博轻享版,1,0,1,,,2024-11-27 15:50:49,False,7914773866,ljq轮廓避雷_举报sqj,5105066781967859	,P27Oe8fVF,"举报西安交通大学第二附属医院、前唐都医院，李金清轮廓事由，术后致残。@1818黄金眼 @澎湃新闻 @新浪新闻 @郭军颌面外科 @蓝莓医生 @整形医生修志夫 @健康中国 @西安交通大学第二附属医院 @上海九院韦敏教授 
ljq轮廓术后反馈 李金清面部轮廓整形 ",,"https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxoaydqqj30u01t2n2r.jpg,https://wx3.sinaimg.cn/large/008DDAf0gy1hvzxkyk3z9j30u01t2qca.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxkwdxjxj30u01t2k17.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxkz9li7j30u01t2k1m.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxl033wwj30u01t2tjm.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl0t7ynj30u01t2491.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl1myfbj30u01t2gw1.jpg,https://wx4.sinaimg.cn/large/008DDAf0gy1hvzxl25bsej30u01t2wgp.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxnmjpr0j30u01t2gvm.jpg",,,2024-11-26T21:03:51,iPhone 15,67,9,50,,"1818黄金眼,澎湃新闻,新浪新闻,郭军颌面外科,蓝莓医生,整形医生修志夫,健康中国,西安交通大学第二附属医院,上海九院韦敏教授",2024-11-26 21:03:51,7813590021
5105378138525314	,P2fUpzLP4,"眼部热玛吉真的很香，绝对是目前最明显有效且持久眼部抗衰项目，尤其是那种轻微细纹以及眼位下垂真的做一次就很明显，因为它不只是真皮层的抗衰专利，还有浅层韧带和肌肉层，真的好多姐妹给我反馈了，恨不得把图给你们全发出来
 ",,,,,2024-11-27T17:41:04,微博 HTML5 版,1,0,0,,,2024-11-27 17:41:04,True,,,,,,,,,,,,,,,,,,5897004818
5104990341301706	,P25OW5sDg,"毫不夸张的说搞定苹果肌，相当于搞定了80%的面部抗衰。只要苹果肌不下坠，法令纹自然就减弱，第一眼看上去就是平整光滑的倒三角，同时中庭也短、下颌缘也没堆积感，整个人更显幼态少女感。
话说，苹果肌不是一块肌肉，它是深浅两层、多块脂肪室在面中叠加的结果，这也注定了它的位置、大小不易维持。
苹果肌的下垂分为两种垂法👇
第一种是有明显断裂分层感的，笑起来像乒乓球要往下掉；另一种种是断层感不强，但早已滑坡，刚开始不明显，但逐渐会发现脸颊两侧的肉要比之前多，中庭被拉长，眼眶下更瘪更稀薄
1⃣️上光电，最对症的是超声刀点对点加热，刺激脂肪室外的筋膜收缩提升，让软组织被筋膜收紧提起来，韩国一般也会叠加onda  钛提升 以及inmode甚至溶脂针等减法
2⃣️注射提升，可以理解为轮廓固定的一种，即用高硬度材料（如少女针/乔雅登丰颜）打在骨膜上的颧皮韧带层，让韧带从根部被垫起来、收紧提拉苹果肌。
3⃣️埋线提升，一般25岁左右，没有迈入明显的衰老行列，光电+注射提升这个方案是完全可以满足，可如果你已经不算太年轻有叠加强衰老感的苹果肌垂坠，那最有效、最直观的操作，还是利用线雕进行苹果肌复位。不仅效果强势，且可以针对任何厚薄程度的苹果肌进行提升，削弱法令纹。所见即所得，光电注射完全无法将其替代。不论是光电刺激还是注射提升，本质都是在加强我们自身韧带的拉力，力道温和。但线雕是利用线的力量直接把下坠的软组织打包上提，用物理方式对抗地心引力，因而效果强烈明显。
4⃣️下眼睑提升也是最终极的方案，适合明显下垂且有皱纹的人 改善最是彻底 同时有眼袋的话 一起处理是最好的。",,"https://wx1.sinaimg.cn/large/006r5ekWly1hvzp2vbmjvj30is0bf432.jpg,https://wx4.sinaimg.cn/large/006r5ekWly1hvzp2vxxsoj30is07zn12.jpg,https://wx1.sinaimg.cn/large/006r5ekWly1hvzp2wfjyfj30ir09jjum.jpg,https://wx1.sinaimg.cn/large/006r5ekWly1hvzp2wq9sgj30it08qn0w.jpg",,,2024-11-26T16:00:06,韩整形翻译iPhone客户端,11,0,13,,,2024-11-26 16:00:06,True,,,,,,,,,,,,,,,,,,5897004818
5105361044640097	,P2fsQjt6h,//@AmberView:居然凹陷到这种程度,,,,,2024-11-27T16:33:09,iPhone客户端,0,0,0,,AmberView,2024-11-27 16:33:09,False,7914773866,ljq轮廓避雷_举报sqj,5105066781967859	,P27Oe8fVF,"举报西安交通大学第二附属医院、前唐都医院，李金清轮廓事由，术后致残。@1818黄金眼 @澎湃新闻 @新浪新闻 @郭军颌面外科 @蓝莓医生 @整形医生修志夫 @健康中国 @西安交通大学第二附属医院 @上海九院韦敏教授 
ljq轮廓术后反馈 李金清面部轮廓整形 ",,"https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxoaydqqj30u01t2n2r.jpg,https://wx3.sinaimg.cn/large/008DDAf0gy1hvzxkyk3z9j30u01t2qca.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxkwdxjxj30u01t2k17.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxkz9li7j30u01t2k1m.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxl033wwj30u01t2tjm.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl0t7ynj30u01t2491.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl1myfbj30u01t2gw1.jpg,https://wx4.sinaimg.cn/large/008DDAf0gy1hvzxl25bsej30u01t2wgp.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxnmjpr0j30u01t2gvm.jpg",,,2024-11-26T21:03:51,iPhone 15,67,9,50,,"1818黄金眼,澎湃新闻,新浪新闻,郭军颌面外科,蓝莓医生,整形医生修志夫,健康中国,西安交通大学第二附属医院,上海九院韦敏教授",2024-11-26 21:03:51,5563474510
