id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5103836742290397	,P1BOi9BPT,有的夫妻天天吵架、冷战、打架，不影响他们的二胎三胎计划 ,,,,,2024-11-23T11:36:07,,794,68,6,,,2024-11-23 11:36:07,True
5103813667063973	,P1Bd4tDF3,今年的气温很不正常，很多人在气候不正常的时候生病或去世，让住高层的备一点东西，还有人说制造恐慌，人无远虑必有近忧 ,,"https://wx2.sinaimg.cn/large/006yDd1ugy1hvvxxrij6qj30w01muh3x.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvvxxry9q5j30w00f4gol.jpg",,,2024-11-23T10:04:25,,295,60,7,,,2024-11-23 10:04:25,True
5103811968633111	,P1BakAdRJ,权志龙不是男的吗？为什么打扮的越来越女性化？ ,,"https://wx1.sinaimg.cn/large/006yDd1ugy1hvvxqmgy6zj30u0146gsx.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvvxqn7xhrj30u01bzwm1.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvvxqntydaj31401dwamx.jpg",,,2024-11-23T09:57:40,,612,85,3,,,2024-11-23 09:57:40,True
5103592432212377	,P1vsf9hxv,每个人都有不同的缺点，找不到别人的缺点，要么是自己的认知浅，要么是对方阴沉狠毒会伪装 ,,,,,2024-11-22T19:25:19,,276,12,19,,,2024-11-22 19:25:19,True
5103518866475092	,P1txArasY,#不要彩礼不啃老关老板什么事#现在的年轻人靠自己，老人一分都不帮助，自己能有房车的人很少，婚前老人不帮扶，婚后有了孩子，全靠男人一个人养家，家里矛盾也会增多 ,,,,,2024-11-22T14:32:59,,856,52,3,不要彩礼不啃老关老板什么事,,2024-11-22 14:32:59,True
5103470992427620	,P1sinabxa,八字夫星或妻星弱，遇到流年也可以结婚生子，流年走势不太好的时候，容易出现同床异梦、两地分居、性生活不和谐 ,,,,,2024-11-22T11:22:45,,133,21,4,,,2024-11-22 11:22:45,True
5103432880884759	,P1riU3Iaj,王宝强有两个出生年月日，从他的孩子身上验证一下，2025*2026年王宝强运势容易各种不顺，为儿子、为事业、为自身的感情各种烦忧，50出头的样子还可能和公检法打交道 ,,"https://wx3.sinaimg.cn/large/006yDd1ugy1hvuq0515wgj30u00xcaho.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvuq05heokj30hs0qognr.jpg,https://wx4.sinaimg.cn/large/006yDd1ugy1hvuqa6r7a9j30sg10k0xq.jpg",,,2024-11-22T08:51:19,,331,64,1,,,2024-11-22 08:51:19,True
5103423923949222	,P1r4sgzn8,"有时候很多人只看因不看果
比如某人死了伴侣，这个伴侣为人不错，立马再婚再嫁娶的人品不好，很多人觉得没有报应，相当于看电视剧看了一半，不看大结局，相反我觉得再婚嫁娶才是因果的开始，绝对会嫁娶到心性不好的人 ",,,,,2024-11-22T08:15:43,,512,71,16,,,2024-11-22 08:15:43,True
5103242975380801	,P1mmBmzN7,"图一没有被爱滋润，比如父母给的压力大，孩子是不愁吃喝，心理情绪被忽视了
图二明显被宠爱过多，自己容易任性大胆 ",,"https://wx1.sinaimg.cn/large/006yDd1ugy1hvu4fkp5pbj311n0u0n1i.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvu4fl3cxgj30u0190td5.jpg",,,2024-11-21T20:16:41,,625,42,11,,,2024-11-21 20:16:41,True
5103123142281404	,P1jfk9zuQ,有时候子女缘八字说了算，西医的判定只是一个参考，比如西医说男女生殖系统不好，不容易怀孕，需要借助才能怀孕，可能当事人医院跑很多家都没怀孕，当事人躺平的时候自然怀孕 ,,,,,2024-11-21T12:20:31,,302,47,4,,,2024-11-21 12:20:31,True
5103095761602232	,P1ixa6IOs,"胖东来老板于东来给员工立的规矩
 ",,"https://wx2.sinaimg.cn/large/006yDd1ugy1hvtob80nhbj30so1dbn68.jpg,https://wx4.sinaimg.cn/large/006yDd1ugy1hvtnjpn8scj30ok16wjv2.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvtob7lm29j30nw166myv.jpg",,,2024-11-21T10:31:43,,1032,138,6,,,2024-11-21 10:31:43,True
5103055915714699	,P1huTnYEz,唯一幸存的孩子，要么大富大贵要么孤寡命 ,,"https://wx4.sinaimg.cn/large/006yDd1ugy1hvtiz49354j30u01dm0zi.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvtiz4metzj30u015owmx.jpg",,,2024-11-21T07:53:23,,301,27,3,,,2024-11-21 07:53:23,True
5103044968055298	,P1hdexNya,区别一个宗教好坏很容易，比如好的宗教从来不会恐吓信众，不会把价值10块的东西，炒到100块，让信众买单，不强求你随意是常态，相反有的人利用宗教恐吓人，你不化解你自己和家人有大麻烦，化解价格是几千几万，有的人也会说几百，甚至还有人利用宗教，说化解方法是发生性关系，这种垃圾说辞还能吓到一堆人，就没人上去给他两巴掌，真是匪夷所思,,,,,2024-11-21T07:09:53,,215,29,13,,,2024-11-21 07:09:53,True
5102886818677640	,P1d69AprW,"风寒感冒身上发冷，刚开始初期热敷脖子与背部，一定要喝点温开水，三岁以下的幼儿可以用艾叶饼泡澡，三岁以上可以背部做个推拿，穿带帽子的衣服，出去帽子盖头上
成年人风寒感冒可以适当的艾灸或贴敷精油发热贴，要是发热性感冒，成年人可以找针灸扎一下，幼儿我给不了好的方法 ",,"https://wx1.sinaimg.cn/large/006yDd1ugy1hvsze6quguj30w011y7ar.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvsze71fhuj30w00n40ye.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvsze7hto5j30m80m8wna.jpg,https://wx4.sinaimg.cn/large/006yDd1ugy1hvsze7y65aj30m80m8doc.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvszef13huj30j40j4jsf.jpg",,,2024-11-20T20:41:27,,53,3,5,,,2024-11-20 20:41:27,True
5102839078846759	,P1bR9B7rF,"#凶手出狱在受害者家门口大摆宴席#摆什么遗像，直接找个拉粪车，对着那些宾客来一份，这叫见者有粪，看看他的运势后面顺不顺
 ",,,,,2024-11-20T17:31:44,,778,27,2,凶手出狱在受害者家门口大摆宴席,,2024-11-20 17:31:44,True
5102794400860201	,P1aH63BMd,"一个男人聊天动不动我妈说，多数是妈宝，婚后夫妻有矛盾是站妈妈一边，不会正义的为老婆主持公道
 ",,,,,2024-11-20T14:34:13,,340,25,8,,,2024-11-20 14:34:13,True
5102789411998986	,P1az38o1I,八字带天医星、华盖、天德月德之人可以去医院当陪诊、从事医疗、医护工作，也可以卖香火殡葬行业，前提自己要保证质量，不坑蒙拐骗 ,,,,,2024-11-20T14:14:24,,666,183,48,,,2024-11-20 14:14:24,True
5102771584631551	,P1a6ijqSr,耳朵有缺口，童年生过大病或家运起伏较大 ,,https://wx1.sinaimg.cn/large/006yDd1ugy1hvsmat3gnaj30oe0zk10b.jpg,,,2024-11-20T13:03:33,,386,73,11,,,2024-11-20 13:03:33,True
5102769084568461	,P1a2gjasR,有时候遇到突发疾病，医院查不出来，换医院查、用玄学手段调理 ,,https://wx3.sinaimg.cn/large/006yDd1ugy1hvsm0m3fp0j30s30rudnc.jpg,,,2024-11-20T12:53:37,,119,32,5,,,2024-11-20 12:53:37,True
5102758893979988	,P19LPgHnm,下个月医院要爆满了，孩子生病会增加很多，老年人和熬夜的年轻人容易猝死 ,,https://wx4.sinaimg.cn/large/006yDd1ugy1hvsku3nxbnj30w014515z.jpg,,,2024-11-20T12:13:08,,617,155,47,,,2024-11-20 12:13:08,True
5102709589936706	,P18uiFGZs,一家四口只交了三个人的医保，八个瑞士卷这种事，现实生活中比这两个狗血的事更多，男主人过于自私，在这种家庭女人付出得不到尊重，不离婚只有出去赚钱才能得到尊重 ,,"https://wx4.sinaimg.cn/large/006yDd1ugy1hvsf4x5sx8j30u014wqbb.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvsf4xktj4j30u015rn6w.jpg",,,2024-11-20T08:57:13,,961,102,8,,,2024-11-20 08:57:13,True
5102521293210604	,P13ABdtdW,#曝顶流女爱豆有孩子#国内的应该也有孩子曝光，就这个月或下个月 ,,,,,2024-11-19T20:28:59,,207,34,1,曝顶流女爱豆有孩子,,2024-11-19 20:28:59,True
5102500073706976	,P132nfylW,海水倒灌的地方请注意养护自己的健康 ,,"https://wx4.sinaimg.cn/large/006yDd1ugy1hvrr4b5ybdj30w01ihk9d.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvrr49lh4xj30u00blact.jpg",,,2024-11-19T19:04:40,,100,11,3,,,2024-11-19 19:04:40,True
5102453379042228	,P11P3BWio,"接到过一个投稿，某男对外每个月都把一万多的工资上交，只留下五百块自己用，也会定期给老婆买名牌，某一天到处给人说自己老婆出轨了，很多人以为他老婆真的出轨了
工资是上交了，三五天查一次账，用的钱老婆每一笔都要说出去向，所谓的名牌也是高仿，有一段时间自己的工作不顺心，时不时打老婆孩子，老婆提离婚先发制人，说女方给自己带绿帽子
幸福是当事人衡量，外人是没有发言权的",,,,,2024-11-19T15:59:07,,718,44,22,,,2024-11-19 15:59:07,True
5102436647961204	,P11o4xp4w,麦琳喜欢各种压制，私下也是各种操心操劳，这种操心未必得到李行亮和孩子的理解，李行亮对老婆冷漠且小气 ,,"https://wx2.sinaimg.cn/large/006yDd1ugy1hvrjuut2uhj30u014042o.jpg,https://wx4.sinaimg.cn/large/006yDd1ugy1hvrjuvakd8j30so14uq6j.jpg,https://wx2.sinaimg.cn/large/006yDd1ugy1hvrjuvk2t9j30ic08g759.jpg",,,2024-11-19T14:52:38,,1791,137,13,,,2024-11-19 14:52:38,True
5102409407791827	,P10G8wH0D,#九华山景区多只狗被断脚#很多人会觉得虐待动物，不至于有祸事，动物和人一样有仇恨心，喜欢虐待动物的人，自己或后代得恶疾的可能性很高，有钱就是治不好病，或各种因素错过最佳机会 ,,,,,2024-11-19T13:04:23,,1372,92,25,九华山景区多只狗被断脚,,2024-11-19 13:04:23,True
5102365016853746	,P0ZwxsKYi,技多不压身，运势一般的时候，别想着发大财，多去学点东西，运势好转的时候都用的上 ,,,,,2024-11-19T10:08:00,,938,22,42,,,2024-11-19 10:08:00,True
5102358357082825	,P0ZlNtIz7,"上条微博写的是这个月学生、出殡、户外容易有热搜负面新闻，我自己写的时候没有分开，这个月下个月孩子不仅容易被伤害有意外，还要提防病毒生病之事
图三是小圈子提醒的月运
2025年对女性不是很友好，出外请收起手机，在路上少带耳塞 ",,"https://wx1.sinaimg.cn/large/006yDd1ugy1hvrasrhep2j30w00r9wk0.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvrasryex9j30w01na7en.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvrassb0w8j30u008b3zz.jpg",,,2024-11-19T09:41:32,,565,50,14,,,2024-11-19 09:41:32,True
