id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106092780814618	,P2yv43pV0,转发,,,,,2024-11-29T17:00:47,微博轻享版,0,0,0,,,2024-11-29 17:00:47,False,7601520156,伴侣动物专项基金,5105440490785063	,P2hwZ3iej,"#请正阳县农业农村局停止虐待动物##几百只狗受冻流血被装鸡笼塞满卡车#  正阳狗车现场！不法狗贩扬言：信不信这些狗我今天都弄死，你们一只也别想救走！
5104346432016472	,P1P4n8szK,太美了啊啊啊啊！！！！,,,,,2024-11-24T21:21:26,微博轻享版,0,0,0,,,2024-11-24 21:21:26,False,1891679502,嗑颜bot,5104280519050831	,P1Nm3BYx9,"投稿刘亦菲
爱上精英女上司 ",,https://wx2.sinaimg.cn/large/70c0bd0ely1hvxflz4p5zj21ci1z44nr.jpg,,,2024-11-24T16:59:31,,5667,90,172,,,2024-11-24 16:59:31
5104346232786907	,P1P43bH07,"【日记】
瘦肩+颈阔肌+祛痘微针+头皮水光（英诺男+小红帽）+溶解酶（唇珠+唇缘）
每次打溶解酶都飙泪
太痛了555 ",,,,,2024-11-24T21:20:39,微博轻享版,3,1,0,,,2024-11-24 21:20:39,True
5104271287389078	,P1N7av0eG,"又来心灵马杀鸡了
 ",,,,,2024-11-24T16:22:50,微博轻享版,0,0,0,,,2024-11-24 16:22:50,True
5104005824645234	,P1Gd0jur8,"看个蜡笔小新都能看到be啊
 ",,,,,2024-11-23T22:47:59,微博轻享版,0,0,0,,,2024-11-23 22:47:59,True
5103324167405963	,P1otyv4D1,马上就2025了 我向过去我骂过的人说声cnm 你今年没死你就明年死 ,,,,,2024-11-22T01:39:19,微博轻享版,1,1,0,,,2024-11-22 01:39:19,True
5103116118919191	,P1j3ZBqhV,"易肿易淤青体质临近生理期千万别做任何项目
太肿了，我肿将近2周了，且淤青还有一丢丢没消完
 ",,,,,2024-11-21T11:52:37,微博轻享版,1,0,0,,,2024-11-21 11:52:37,True
5103115533026114	,P1j33cHei,"生理期给我带来了三个左脸毁容级别的痘痘
现在踏马留下了三个巨大的黑色痘印！！！真毁容了！！！ ",,,,,2024-11-21T11:50:17,微博轻享版,0,2,0,,,2024-11-21 11:50:17,True
5102817180386737	,P1bhQ1CBH,"看来看去，我真的想补下颌缘的骨头
好羡慕有下颌角的人啊！！！ ",,,,,2024-11-20T16:04:44,微博轻享版,0,3,0,,,2024-11-20 16:04:44,True
5102530205321481	,P13OYmkml,他的五官真的很顶！！！,,,,,2024-11-19T21:04:24,微博轻享版,0,0,0,,,2024-11-19 21:04:24,False,1891679502,嗑颜bot,5102525852681154	,P13HXbfuq,投稿 罗云熙 无敌邪魅弑血大帅哥 ,,"https://wx2.sinaimg.cn/large/70c0bd0ely1hvru3wq3nej20u0140ai0.jpg,https://wx4.sinaimg.cn/large/70c0bd0ely1hvru3x1cuzj20u0190n3a.jpg,https://wx2.sinaimg.cn/large/70c0bd0ely1hvru3x9z23j20u0190n2p.jpg,https://wx3.sinaimg.cn/large/70c0bd0ely1hvru3xkuxjj20u0140grv.jpg,https://wx1.sinaimg.cn/large/70c0bd0ely1hvru3xxtw6j20u0140n91.jpg,https://wx2.sinaimg.cn/large/70c0bd0ely1hvru3y7idij21930u0n0f.jpg,https://wx3.sinaimg.cn/large/70c0bd0ely1hvru3yfqmgj21930u00v4.jpg,https://wx2.sinaimg.cn/large/70c0bd0ely1hvru3yqe90j20u0190119.jpg,https://wx3.sinaimg.cn/large/70c0bd0ely1hvru3yztw6j21930u0god.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0026JZrEjx08jIqxzajd0f0f01005EAe0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000iRvENjx08jIqxCgbC0f0f01003MzO0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004sKvScjx08jIqxGd8j0f0f01005uED0k01.mov,,2024-11-19T20:47:06,,6055,294,143,,,2024-11-19 20:47:06
5102467180135936	,P12bk0zmw,"CaHa“珍珠串”注射
感觉和童颜的扇形注射很像，就是材料更硬一些
比较适合面部非常松弛的姨姨们注射（案例图都是白人）
这个材料也是新出的，没什么长期案例追踪，安全性未知，可以再等等看，如果非要注射，也尽量是小剂量
 ",,"https://wx2.sinaimg.cn/large/006jTbAJly1hvrndfz7b4j30u01t1q9d.jpg,https://wx2.sinaimg.cn/large/006jTbAJly1hvrndg6jl7j30u01t17am.jpg,https://wx3.sinaimg.cn/large/006jTbAJly1hvrndg426mj30u01t1gsd.jpg,https://wx3.sinaimg.cn/large/006jTbAJly1hvrndg7jzij30u01t1n2w.jpg,https://wx4.sinaimg.cn/large/006jTbAJly1hvrndfzic1j30u01t17ad.jpg,https://wx2.sinaimg.cn/large/006jTbAJly1hvrndg2zmqj30u01t1q9d.jpg,https://wx3.sinaimg.cn/large/006jTbAJly1hvrndg6m5fj30u01t146c.jpg,https://wx2.sinaimg.cn/large/006jTbAJly1hvrndg4l3kj30u01t1jza.jpg",,,2024-11-19T16:53:57,微博轻享版,1,4,0,,,2024-11-19 16:53:57,True
5102451340084127	,P11LM0lST,转发,,,,,2024-11-19T15:51:01,微博轻享版,0,0,0,,,2024-11-19 15:51:01,False,6003707598,陈桃子_,5102164484035424	,P0Uj6gVNu,美丽的下颌缘由什么组成？ ,,"https://wx1.sinaimg.cn/large/006yiWBwgy1hvqol8bk72j33qo2t0b2a.jpg,https://wx4.sinaimg.cn/large/006yiWBwgy1hvqol8xgmoj30re0w849o.jpg,https://wx3.sinaimg.cn/large/006yiWBwgy1hvqol9cn09j30og15a197.jpg",,,2024-11-18T20:51:09,iPhone 15 Pro Max,31,0,10,,,2024-11-18 20:51:09
5102411829478228	,P10K2DLIE,知识越贫瘠，假想敌越多。,,,,,2024-11-19T13:14:01,微博轻享版,0,0,0,,,2024-11-19 13:14:01,False,1728715190,庄时利和,5102394511983028	,P10i78jSk,"微博上有一种常见的分析方式是，通过不断扩大假想敌范围以论证自己的观点。
比如新冠疫苗的安全性。
-大量临床试验和真实世界研究表明疫苗很安全，他们肯定是不信的，药企都是资本，能信？
-医学会出了专家共识，CDC出了指南，这也不行，搞不好专家全都收钱了，内地的数据不能信。
-然而香港也在统计新冠疫苗的不良反应，过去几年定期发布，数据表明mRNA疫苗和灭活疫苗都很安全。
这怎么解释呢？拍脑袋一想，肯定是「被渗透了」！
一些人无法区分Fact和Opnion，希望用自己的猜想推翻大量证据验证过的事实。从疫苗到转基因再到很多领域，每一个常见谣言在学术界都有非常详实和明确的解释。如果你的初始观点是错的，只能不断扩大假想敌范围自圆其说，到最后痛心疾首地发现半个地球都是坏人。
知识越贫乏，假想敌越多。",,,,,2024-11-19T12:05:12,iPhone 15 Pro,440,83,43,,,2024-11-19 12:05:12
