id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105782972747212	,P2qrnbwFS,"确实让人难以置信，但是确实都是真实存在的价格！！//@Amy素个吃货:复制amyshop1113加入我们！！//@Amy素个吃货:店铺首页可以直接跳转新品哦 
评论配图",,,,,2024-11-28T20:29:44,iPhone 14 Pro Max,1,1,0,,"Amy素个吃货,Amy素个吃货",2024-11-28 20:29:44,False,1621567465,Amy素个吃货,5105776647474054	,P2qhavmlg,"zhuan+👍🏻抽3个姐妹送sk绝版护手霜
疯狂星期五又如约而至了！！悦薇水乳LP科颜氏娇兰都便宜到这种价格了你敢信？身体护理也安排了薇姿馥绿德雅欧莱雅的返场，abib面膜必买，我每次去韩国都得囤，sd润唇膏超级特价，悠莱fresh也都回归啦，羽心堂的美价不允许你们错过！！其他的点进来看哈，性价比都巨高！！",,"https://wx1.sinaimg.cn/large/60a727e9gy1hw276wayb2j20xc4c7e84.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw276rkbgyj20xc1use81.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw276xr0w7j20xc29vu0x.jpg,https://wx4.sinaimg.cn/large/60a727e9gy1hw276zl7g7j20xc2asu0x.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw2771u8nbj20xc2atu0x.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw27738ltqj20xc1vfhdt.jpg,https://wx3.sinaimg.cn/large/60a727e9gy1hw2774wvyuj20xc2ai4qq.jpg,https://wx3.sinaimg.cn/large/60a727e9gy1hw2777i9zcj20xc1ukkjl.jpg,https://wx3.sinaimg.cn/large/60a727e9gy1hw27794wf4j20xc1ufqv5.jpg",,,2024-11-28T20:04:36,iPhone 14 Pro Max,88,27,81,,,2024-11-28 20:04:36
5105787890566002	,P2qzj2nf4,"泡澡也要敷面膜
oliveyoung里面最受欢迎的面膜，abib一定要排上名次的，每次去韩国我都要囤一堆
为了方便大家试用，这次我还出了单片体验装组合，秋冬就要多补水，你买abib不会错的，信我！ ",,https://wx1.sinaimg.cn/large/006FdSifgy1hw28oxwiwrj31o0280kjl.jpg,,,2024-11-28T20:49:17,iPhone 16 Pro Max,3,1,1,,,2024-11-28 20:49:17,True
5105776840410751	,P2qhu1IR1,还定了菁纯粉霜，菁纯面霜（都素正装！！！）反正最近好东西定了挺多的，年底必须给大家来点大的！！,,,,,2024-11-28T20:05:22,微博网页版,4,8,0,,,2024-11-28 20:05:22,False,6105933739,败家是一种美德啊,5105771214016558	,P2q8pgQTc,"怕你们买贵，预告一下
后面有90+的城野医生377精华，不是18g的，是28g的！！
几十块的h*cci卸妆
巨便宜的时光琉璃洁面
欧舒丹护手霜套装
3lab m面霜套装等等！！
总之好货很多，等等我啊~
在你们看不到的地方，我是有在努力工作的
 ",,,,,2024-11-28T19:43:01,微博网页版,18,19,1,,,2024-11-28 19:43:01
5105771214016558	,P2q8pgQTc,"怕你们买贵，预告一下
后面有90+的城野医生377精华，不是18g的，是28g的！！
几十块的h*cci卸妆
巨便宜的时光琉璃洁面
欧舒丹护手霜套装
3lab m面霜套装等等！！
总之好货很多，等等我啊~
在你们看不到的地方，我是有在努力工作的
 ",,,,,2024-11-28T19:43:01,微博网页版,18,19,1,,,2024-11-28 19:43:01,True
5105764282142668	,P2pXe8Zpa,"我要预告一下我要上的一个大活动
midflower面膜，zb一盒199的，我299带走10盒，比国货还便宜了
你们每个人都要买！！！ ",,https://wx4.sinaimg.cn/large/b10c1bc2ly1hvyvo66wvmj206o06oq36.jpg,,,2024-11-28T19:15:28,iPhone 14 Pro Max,6,4,0,,,2024-11-28 19:15:28,True
5105735325712886	,P2pcwnYbk,"后辰这个腰腹带在东北救了我的狗命！！！
怕冷的容易痛经的坐车腰酸背痛的，都来买它！
明天两盒还送你一袋眼罩
 ",,"https://wx4.sinaimg.cn/large/006FdSifgy1hw22op51kmj31o02804qp.jpg,https://wx1.sinaimg.cn/large/006FdSifgy1hw22oojjwdj31o0280kjl.jpg",,,2024-11-28T17:20:24,iPhone 16 Pro Max,4,0,0,,,2024-11-28 17:20:24,True
5105713884434083	,P2oDWiBvt,大家看到我这周的羽心堂白菜了吗，可以加购啦！！ ,,"https://wx3.sinaimg.cn/large/006FdSifgy1hw208xtz5ij30m80m8gp1.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hw208ws7zyj30m80m8782.jpg",,,2024-11-28T15:55:12,iPhone 14 Pro Max,2,0,0,,,2024-11-28 15:55:12,True
5105696444257320	,P2obOhRws,看图一！！！今天的超级特价你们看到了没有，赶紧加购晚上见！！,,,,,2024-11-28T14:45:54,微博搜索,2,0,0,,,2024-11-28 14:45:54,False,5672538124,樱桃酱Joyce,5008142179762548	,O3pOxEXGs,"早八翻包记 🧸好物分享·淡颜系白开水妆🎀
今日份ootd🐰☀️🎀🌸喜欢的一些好东西~
 
| 思薇婷唇部精华
| NARS超方瓶粉底液
| NARS大白饼
| Bobbi Brown橘子妆前霜
| 兰蔻小白管防晒
| CT眼影 枕边话
| lilybyred爱心腮红
| 粉牛郎
| 香奈儿双头唇釉69/NARS口红112
| MAC鼻影 Omega
| NARS遮瑕蜜
| Fenty beauty修容棒
| Hourglass高光
来源：狄小姐#妆点东方##龙年美妆好物#",,"https://wx1.sinaimg.cn/large/006bToiogy1hndr655u2nj31421hcts4.jpg,https://wx4.sinaimg.cn/large/006bToiogy1hndr65m5goj31421hc4je.jpg,https://wx3.sinaimg.cn/large/006bToiogy1hndr663wc6j31421hch6i.jpg,https://wx1.sinaimg.cn/large/006bToiogy1hndr66iy59j31421hctuo.jpg,https://wx4.sinaimg.cn/large/006bToiogy1hndr66vrbnj31421hckby.jpg,https://wx1.sinaimg.cn/large/006bToiogy1hndr679qgej31421hcwzt.jpg",,,2024-03-04T10:00:05,iPhone 14 Pro Max,2559,549,1065,"妆点东方,龙年美妆好物",,2024-03-04 10:00:05
5105692465956696	,P2o5ooZBK,"双十一榜单来啦！！！
公示一下，没有问题，三天之后给姐妹们寄送奖品啦
 ",,https://wx1.sinaimg.cn/large/006FdSifgy1hw1xsaeftrj32qh7jj7wj.jpg,,,2024-11-28T14:30:06,iPhone 14 Pro Max,4,1,0,,,2024-11-28 14:30:06,True
5105691218153185	,P2o3nyd0Z,链接出啦，可以去加购啦，今晚就冲！！！,,,,,2024-11-28T14:25:08,iPhone 14 Pro Max,1,4,0,,,2024-11-28 14:25:08,False,6105933739,败家是一种美德啊,5105680527397237	,P2nM8v2mh,"啊啊啊啊啊啊啊终于！！！！
我终于！！！！！等到了它的特价，之前快200一个，今天我给大家打到了50多一个的特价柴西哈哈哈哈哈，我的妈呀，一定一定要买，我去做链接啦！！ ",,https://wx1.sinaimg.cn/large/006FdSifgy1hw1we3fgf4j30zk0zkgwr.jpg,,,2024-11-28T13:42:39,iPhone 14 Pro Max,7,17,2,,,2024-11-28 13:42:39
5105684033311429	,P2nRNdTs9,"建议大家可以来看一下悦薇水乳的价格
你会被惊呆的
 ",,https://wx3.sinaimg.cn/large/006FdSifgy1hw1wtez0a5j30ku0ku0wr.jpg,,,2024-11-28T13:56:35,iPhone 14 Pro Max,7,6,0,,,2024-11-28 13:56:35,True
5105680995847384	,P2nMToxaE,"回复@买买买买买小天使:因为今年品牌业绩没完成，所以才有了这波特价，大家懂得一定一定要买，太难得了！！//@买买买买买小天使:？
买",,,,,2024-11-28T13:44:31,微博网页版,5,0,0,,"买买买买买小天使,买买买买买小天使",2024-11-28 13:44:31,False,6105933739,败家是一种美德啊,5105680527397237	,P2nM8v2mh,"啊啊啊啊啊啊啊终于！！！！
我终于！！！！！等到了它的特价，之前快200一个，今天我给大家打到了50多一个的特价柴西哈哈哈哈哈，我的妈呀，一定一定要买，我去做链接啦！！ ",,https://wx1.sinaimg.cn/large/006FdSifgy1hw1we3fgf4j30zk0zkgwr.jpg,,,2024-11-28T13:42:39,iPhone 14 Pro Max,7,17,2,,,2024-11-28 13:42:39
5105680527397237	,P2nM8v2mh,"啊啊啊啊啊啊啊终于！！！！
我终于！！！！！等到了它的特价，之前快200一个，今天我给大家打到了50多一个的特价柴西哈哈哈哈哈，我的妈呀，一定一定要买，我去做链接啦！！ ",,https://wx1.sinaimg.cn/large/006FdSifgy1hw1we3fgf4j30zk0zkgwr.jpg,,,2024-11-28T13:42:39,iPhone 14 Pro Max,7,17,2,,,2024-11-28 13:42:39,True
5105672079278764	,P2nyvCVPu,东北回来之后，真的脸干到要裂开了，用了abib，补水补到骨子里，有种久旱逢甘霖的感觉了！！ ,,https://wx1.sinaimg.cn/large/006FdSifgy1hw1vg7q0chj30np0vl76s.jpg,,,2024-11-28T13:09:05,iPhone 14 Pro Max,3,2,0,,,2024-11-28 13:09:05,True
5105670384520992	,P2nvMiY7e,哈啊哈哈哈哈哈评论更搞笑,,,,,2024-11-28T13:02:21,iPhone 14 Pro Max,2,0,0,,,2024-11-28 13:02:21,False,2714280233,papi酱,5105382902732991	,P2g26bsYv,"欢迎来到自由式辩论赛场！今日辩题是“吃坚果到底好还是不好”？有请双方辩手！#当代互联网交流现状# 
papi酱的微博视频
 ",,,"https://f.video.weibocdn.com/o0/oPXjUgLelx08jTnE5eec01041201hyX20E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1732880371&ssig=LxE4m%2BdzE4&KID=unistore,video",,2024-11-27T18:00:00,微博视频号,106017,2898,13965,当代互联网交流现状,,2024-11-27 18:00:00
5105434200114879	,P2hmQ0tST,"答应我，一定要买！！！
有种天灵盖开窍的感觉！！ ",,https://wx2.sinaimg.cn/large/006FdSifgy1hw144pkn0mj31o02807tw.jpg,,,2024-11-27T21:23:50,iPhone 14 Pro Max,12,5,0,,,2024-11-27 21:23:50,True
5105429514292855	,P2hfhi0LB,我真的带货王，我不是说这个衣服好穿吗，今天帮我朋友和自己加起来一共买了快20件，我觉得那个卖家看到我要笑死了,,,,,2024-11-27T21:05:13,iPhone 14 Pro Max,6,0,0,,,2024-11-27 21:05:13,False,1621567465,Amy素个吃货,5105419745758148	,P2gZwo9Xm,"最近的日常
mardi的瑜伽服太好穿了！我觉得比lulu还要舒服，趁着打折又买了几套，运动装备多多益善！
小书包我还没有找到什么机会背，但是太可爱了我必须拥有 ",,"https://wx3.sinaimg.cn/large/60a727e9gy1hw12fswqbzj21o02801ky.jpg,https://wx2.sinaimg.cn/large/60a727e9gy1hw12fv8vdfj21o0280u0x.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw12fxghq3j21o0280u0x.jpg,https://wx2.sinaimg.cn/large/60a727e9gy1hw12fzckp5j21o02804qq.jpg,https://wx4.sinaimg.cn/large/60a727e9gy1hw12g4s0qcj22c0340b2c.jpg,https://wx2.sinaimg.cn/large/60a727e9gy1hw12gaghwkj22bh33cu11.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw12geramkj22c0340kjn.jpg,https://wx4.sinaimg.cn/large/60a727e9gy1hw12gitq8dj22c0340e84.jpg,https://wx2.sinaimg.cn/large/60a727e9gy1hw12gy13mnj23b04eoe88.jpg",,,2024-11-27T20:26:24,iPhone 16 Pro Max,30,26,2,,,2024-11-27 20:26:24
5105352113390543	,P2feree2b,"+0.01换购一个杯子
+0.01换购一个杯子
+0.01换购一个杯子
重要的事情说三遍！！ ",,https://wx2.sinaimg.cn/large/006FdSifgy1hw0upbo6zaj31rw27tjy0.jpg,,,2024-11-27T15:57:39,iPhone 14 Pro Max,6,4,0,,,2024-11-27 15:57:39,True
5105279989714658	,P2dm6ELe2,是的，你没看错，💰6.9的芯丝翠，冲吧 ,,https://wx4.sinaimg.cn/large/006FdSifgy1hw0mestl57j31cw0zewjk.jpg,,,2024-11-27T11:11:04,iPhone 14 Pro Max,9,12,0,,,2024-11-27 11:11:04,True
5105050361270964	,P27nK5kDq,"太离谱的价格了！！
💰79带走一个眼霜➕5片眼膜，➕0.01再送眼霜中样➕一片新品面膜，你们说这算下来和不要钱有啥区别？？ ",,https://wx4.sinaimg.cn/large/006FdSifly1hvzw1q9gtbj30zk1bf0yj.jpg,,,2024-11-26T19:58:36,iPhone 14 Pro Max,9,2,0,,,2024-11-26 19:58:36,True
5104908624464882	,P23H8iJwe,"今天暴雪，人和下饺子一样多
 ",,"https://wx1.sinaimg.cn/large/006FdSifly1hvzfrc1tyfj30u0140djx.jpg,https://wx2.sinaimg.cn/large/006FdSifly1hvzfrcf0p0j30u014046t.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003ScO4fjx08jSULEXrG0f0f010031c40k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000umjX5jx08jSULIjIb0f0f01003wRx0k01.mov,,2024-11-26T10:35:23,iPhone 16 Pro Max,19,7,0,,,2024-11-26 10:35:23,True
5104603528167780	,P1VL2ygOo,3点上最后一批，拼手速的！！！ ,,https://wx3.sinaimg.cn/large/006FdSifly1hvygq9vwq5j3140140qc7.jpg,,,2024-11-25T14:23:02,iPhone 14 Pro Max,5,2,0,,,2024-11-25 14:23:02,True
5104584001849398	,P1Vfy7L70,"我的朋友对我真好
我一个绿道的水平，他们要带我上d9黑道
希望我等会不要哭着下来，上次在将军山我就是哭着下来的
 ",,https://wx2.sinaimg.cn/large/006FdSifly1hvyegjowqyj30zk1bfwjh.jpg,,,2024-11-25T13:05:27,iPhone 14 Pro Max,17,3,0,,,2024-11-25 13:05:27,True
5104551881871593	,P1UpK7QSZ,出门最方便的就是带着艾藜儿的卸妆巾，用了就扔，而且卸妆还卸的特别干净，价格还便宜，真正的零缺点 ,,"https://wx3.sinaimg.cn/large/006FdSifly1hvyasp071bj30u0140jyf.jpg,https://wx1.sinaimg.cn/large/006FdSifly1hvyaspyobzj30u0140tep.jpg,https://wx4.sinaimg.cn/large/006FdSifly1hvyasqplfhj30u0140jx4.jpg",,,2024-11-25T10:57:49,iPhone 16 Pro Max,7,7,0,,,2024-11-25 10:57:49,True
5104542318069379	,P1UajxRdh,"看到这个大侠就是我，然而今天下雨，也是不知道怎么滑了
 ",,https://wx2.sinaimg.cn/large/006FdSifly1hvy9oyys63j31o0280x6b.jpg,,,2024-11-25T10:19:49,iPhone 14 Pro Max,10,5,0,,,2024-11-25 10:19:49,True
5104528286287543	,P1TNGqnFZ,借着我的空瓶来宣传一下，买二送一活动今晚24点结束，明天开始只有单瓶的啦没有买二送一了哦，需要的赶紧囤货 ,,https://wx4.sinaimg.cn/large/006FdSifly1hvy836r65rj31o02801kx.jpg,,,2024-11-25T09:24:04,iPhone 14 Pro Max,6,2,0,,,2024-11-25 09:24:04,True
5104388676781376	,P1Qavss92,人在东北，已被热晕 ,,,,,2024-11-25T00:09:18,iPhone 14 Pro Max,6,2,0,,,2024-11-25 00:09:18,True
5104344212706294	,P1P0Nbm1U,"东北这房间也太豪横了，进来这个大小让我震惊，感觉可以收留无家可归的雪友小哥哥
 ",,https://wx3.sinaimg.cn/large/006FdSifly1hvxmx5rxeqj30u0140gtw.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003NWBVKjx08jQqKveXd0f0f01003mEa0k01.mov,,2024-11-24T21:12:37,iPhone 16 Pro Max,12,1,0,,,2024-11-24 21:12:37,True
5104328370553305	,P1OBf2jWh,"我真的笑死，据说是桑坡的自主研发款
建议吧桑坡设计师打包送到巴黎去研发！！
这不比那些老外设计的款式好看一百倍？ ",,"https://wx1.sinaimg.cn/large/006FdSifly1hvxl3x26iej31401hcqaf.jpg,https://wx1.sinaimg.cn/large/006FdSifly1hvxl3xeefyj31401hctfu.jpg",,,2024-11-24T20:09:40,iPhone 14 Pro Max,74,17,2,,,2024-11-24 20:09:40,True
5104307789103697	,P1O42CchP,每年冬季的仪式感！德国本土的黑莎最新鲜的货到了！黑莎真的是巧克力黑珍珠，是费列罗这么多巧克力里面，最好吃的梯队！明天见！！,,,,,2024-11-24T18:47:53,iPhone 14 Pro Max,6,1,0,,,2024-11-24 18:47:53,False,6105933739,败家是一种美德啊,5095179092495405	,ODW2Fatat,"预告一下，每年让大家流口水的巧克力要来了！！一年一次，吃过你会忘了其他巧克力的那种，每年卖完还有人要回购，但是真没了
 ",,https://wx4.sinaimg.cn/large/006FdSifgy1hv4ebrzfu9j31mc1mc1kx.jpg,,,2024-10-30T14:13:42,iPhone 14 Pro Max,25,16,1,,,2024-10-30 14:13:42
5104245508409936	,P1MrAzhO8,天哪，她的家好漂亮,,,,,2024-11-24T14:40:24,iPhone 14 Pro Max,8,0,5,,,2024-11-24 14:40:24,False,5157634999,林有梗,5104179255969957	,P1KIJp33D,第一次见把户型改成歪七扭八的#笑料江湖争霸赛# ,,"https://wx4.sinaimg.cn/large/005D2Uthly1hvx3qr4gsbj31hc0u0jtc.jpg,https://wx3.sinaimg.cn/large/005D2Uthgy1hvx3pylf7vj30wi0e641y.jpg,https://wx2.sinaimg.cn/large/005D2Uthgy1hvx3pz2mtdj30wi08kta2.jpg,https://wx2.sinaimg.cn/large/005D2Uthgy1hvx3pznw50j30wi0a30uq.jpg,https://wx1.sinaimg.cn/large/005D2Uthgy1hvx3q0ivmcj30wi0c2ad2.jpg,https://wx1.sinaimg.cn/large/005D2Uthgy1hvx3q0x21qj30wi0axtal.jpg,https://wx1.sinaimg.cn/large/005D2Uthgy1hvx3q19vkoj30wi0e9gp6.jpg,https://wx3.sinaimg.cn/large/005D2Uthgy1hvx3r9jl61j30wi0aqac5.jpg,https://wx3.sinaimg.cn/large/005D2Uthgy1hvx3r92itnj30wi0ab40l.jpg","https://f.video.weibocdn.com/o0/uemLDol1lx08jPHmvwQU01041207ZIGZ0E030.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732880382&ssig=YXuNTRJ8rY&KID=unistore,video",,2024-11-24T10:17:08,,20143,923,5648,笑料江湖争霸赛,,2024-11-24 10:17:08
5104237964955592	,P1MfqkNaU,今天穿的非常非常厚实，一套下来热到不行，毕竟是我去东北的装备！！推荐给你们 ,,"https://wx3.sinaimg.cn/large/006FdSifgy1hvxaqtwtw9j30u0140k33.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hvxaqug4vuj30u0140tjh.jpg",,,2024-11-24T14:10:26,iPhone 16 Pro Max,40,18,2,,,2024-11-24 14:10:26,True
